block,block_seed,strategy,window,phase,drift_truth,S_R,S_V,S_T,S_A,S_P,HSM,invoked,gate_dci,gate_regime,n_queries,n_ok,exec_ms_window_sum,wall_ms_window,qps_window,sf
5,7600,dci_gated,21,MixShift3,1,0.64963,1.0,0.429802,0.811905,0.763205,0.72523,1,2.1212,5-D,20,20,9434.122,10020.301,1.9959,1.0
5,7600,dci_gated,22,MixShift3,0,0.869428,1.0,0.631279,1.0,0.843718,0.870171,0,2.1524,5-D,20,20,13059.284,13533.06,1.4779,1.0
5,7600,dci_gated,23,MixShift3,0,0.859642,1.0,0.479614,1.0,0.795385,0.830141,0,2.1939,5-D,20,20,6219.498,6889.498,2.903,1.0
5,7600,dci_gated,24,MixShift3,0,0.869428,1.0,0.558415,1.0,0.650513,0.826617,0,2.2392,5-D,20,20,11737.35,12143.977,1.6469,1.0
6,7700,dci_gated,1,MixBase,0,0.907993,1.0,0.64762,1.0,0.755513,0.869849,0,,5-D,20,20,4536.822,5141.378,3.89,1.0
6,7700,dci_gated,2,MixBase,0,0.936793,1.0,0.779462,1.0,0.772564,0.905975,0,,5-D,20,20,3988.003,4578.406,4.3683,1.0
6,7700,dci_gated,3,MixBase,0,0.88009,1.0,0.848321,0.880952,0.811026,0.887531,0,1.4097,5-D,20,20,4066.912,4611.089,4.3374,1.0
6,7700,dci_gated,4,MixBase,0,0.739257,1.0,0.495466,0.880952,0.805769,0.780963,0,1.6441,5-D,20,20,3224.528,3663.427,5.4594,1.0
6,7700,dci_gated,5,MixShift1,1,0.573407,1.0,0.250013,0.440092,0.838846,0.6072,1,1.2036,5-D,20,20,4209.701,4888.987,4.0908,1.0
6,7700,dci_gated,6,MixShift1,0,0.808109,1.0,0.670217,0.9375,0.72859,0.832859,0,1.2164,5-D,20,20,4812.881,5221.211,3.8305,1.0
6,7700,dci_gated,7,MixShift1,0,0.825614,1.0,0.575538,0.9375,0.740769,0.820126,0,1.2233,5-D,20,20,5204.571,5856.048,3.4153,1.0
6,7700,dci_gated,8,MixShift1,0,0.905792,1.0,0.681163,1.0,0.752564,0.875565,0,1.224,5-D,20,20,5070.461,5662.768,3.5318,1.0
6,7700,dci_gated,9,MixSurge1,1,0.978996,0.625,0.878584,1.0,0.720256,0.853504,1,1.6421,5-D,32,32,7853.812,9355.064,3.4206,1.0
6,7700,dci_gated,10,MixSurge1,0,0.978996,1.0,0.903446,1.0,0.772848,0.941365,0,1.66,5-D,32,32,7772.371,8870.122,3.6076,1.0
6,7700,dci_gated,11,MixSurge1,0,0.873231,1.0,0.633867,1.0,0.774899,0.861316,0,1.671,5-D,32,32,7212.832,8294.136,3.8581,1.0
6,7700,dci_gated,12,MixSurge1,0,0.957992,1.0,0.793131,1.0,0.73892,0.908962,0,1.6608,5-D,32,32,8130.216,8872.574,3.6066,1.0
6,7700,dci_gated,13,MixShift2,1,0.597205,1.0,0.340793,0.807882,0.794143,0.698158,1,1.571,5-D,32,32,12100.886,12939.125,2.4731,1.0
6,7700,dci_gated,14,MixShift2,0,0.898809,1.0,0.747745,1.0,0.757571,0.887887,0,1.5684,5-D,32,32,14428.47,15205.323,2.1045,1.0
