block,block_seed,strategy,window,phase,drift_truth,S_R,S_V,S_T,S_A,S_P,HSM,invoked,n_queries,n_ok,n_failed,exec_ms_window_sum,wall_ms_window,qps_window
1,9100,dci_gated,3,edge,0,0.8011682796979015,1.0,0.7973637282067566,0.75,0.7776923076923077,0.8264186617196729,0,20,20,0,95.075,95.4,209.6437
1,9100,dci_gated,4,edge,0,0.7266973441742279,1.0,0.8522150475328516,0.625,0.7894871794871796,0.7955404224732043,1,20,20,0,213.043,213.344,93.7453
1,9100,dci_gated,5,edge,0,0.7939781799176101,1.0,0.7155389402799988,0.75,0.7506410256410256,0.8041984868815562,0,20,20,0,396.004,396.264,50.4715
1,9100,dci_gated,6,edge,0,0.9770743454823334,1.0,0.864262790669697,1.0,0.7105128205128205,0.9236980675814459,0,20,20,0,435.481,435.699,45.9033
1,9100,dci_gated,7,geo,1,0.49951361824762675,1.0,0.026533505147430803,0.5,0.6673076923076924,0.5302812594375468,1,20,20,0,5596.816,5597.323,3.5731
1,9100,dci_gated,8,geo,0,0.8848003962680133,1.0,0.8078315726308664,0.7916666666666667,0.7957692307692308,0.8604651315418945,1,20,20,0,1622.273,1622.702,12.3251
1,9100,dci_gated,9,geo,0,0.7961665398465372,1.0,0.655531773882964,0.6666666666666667,0.6067948717948718,0.7545005538407912,0,20,20,0,1025.604,1026.04,19.4924
1,9100,dci_gated,10,geo,0,0.8613167885086394,1.0,0.6983565446529167,0.875,0.8473076923076923,0.857096659903897,0,20,20,0,1359.351,1359.676,14.7094
1,9100,dci_gated,11,geo,0,0.8637568546145846,1.0,0.6666666666666666,0.7916666666666667,0.7555128205128205,0.8209328033972358,0,20,20,0,379.162,379.509,52.6997
1,9100,dci_gated,12,geo,0,0.8791317895023023,1.0,0.735778242864686,0.875,0.758974358974359,0.8557847497946667,0,20,20,0,2107.631,2107.934,9.488
1,9100,dci_gated,13,text,1,0.4654125536904017,1.0,0.01817924598000409,0.34545454545454546,0.7285897435897437,0.4983683582479719,1,20,20,0,1131.165,1131.382,17.6775
1,9100,dci_gated,14,text,0,0.7722105212537326,1.0,0.26141457235532173,0.75,0.7384615384615385,0.7061047755537283,1,20,20,0,89.985,90.142,221.8723
1,9100,dci_gated,15,text,0,0.7959701630516027,1.0,0.5267730373788115,0.75,0.7471794871794872,0.7664240713155861,0,20,20,0,520.994,521.195,38.3734
1,9100,dci_gated,16,text,0,0.7995529187683115,1.0,0.733127875708781,0.75,0.775897435897436,0.8128984202184495,0,20,20,0,99.189,99.355,201.2982
1,9100,dci_gated,17,text,0,0.7438005873186537,1.0,0.6637572188021676,0.5952380952380952,0.7185897435897436,0.7455376711761776,0,20,20,0,170.536,170.704,117.1616
1,9100,dci_gated,18,text,0,0.6994086556516061,1.0,0.6376300484416717,0.48214285714285715,0.7855128205128206,0.7166336681067305,0,20,20,0,315.559,315.741,63.343
1,9100,dci_gated,19,review,1,0.5343317994718588,1.0,0.025531329329658736,0.3333333333333333,0.8298717948717949,0.5298366516313324,1,20,20,0,23342.834,23343.229,0.8568
1,9100,dci_gated,20,review,0,0.7434075999318615,1.0,0.5004065261465078,0.8125,0.8288461538461539,0.77276012828919,0,20,20,0,588.002,588.229,34.0003
1,9100,dci_gated,21,review,0,0.7628123173169445,1.0,0.5743721933993661,0.6888888888888889,0.7823076923076924,0.760701449633041,0,20,20,0,502.78,502.993,39.762
1,9100,dci_gated,22,review,0,0.7371452881373056,1.0,0.5070838541634496,0.8,0.7791025641025641,0.7625684774824011,0,20,20,0,338.25,338.458,59.0915
1,9100,dci_gated,23,review,0,0.7471632560555759,1.0,0.31203796120965144,0.875,0.8403846153846154,0.7502560985635167,1,20,20,0,717.525,717.791,27.8633
1,9100,dci_gated,24,review,0,0.7886070615536656,1.0,0.48032354009552236,0.7,0.6373076923076924,0.7288126272536747,1,20,20,0,487.818,488.031,40.981
2,9200,dci_gated,1,edge,0,0.8682972782400727,1.0,0.8148758831487549,0.875,0.6656410256410257,0.854895650035923,0,20,20,0,520.0,520.268,38.4417
2,9200,dci_gated,2,edge,0,0.976892054630154,1.0,0.8362904532015769,1.0,0.7757692307692308,0.9278464889132384,0,20,20,0,438.096,438.405,45.6199
2,9200,dci_gated,3,edge,0,0.8265711565012832,1.0,0.8108459312778248,0.8,0.7937179487179488,0.8478696676885782,0,20,20,0,260.826,261.073,76.6068
2,9200,dci_gated,4,edge,0,0.8256494585299246,1.0,0.4786395772662131,0.8,0.808846153846154,0.7834672031626468,0,20,20,0,386.694,387.066,51.6707
2,9200,dci_gated,5,edge,0,0.8159397875772748,1.0,0.540427854869831,0.8,0.6805128205128206,0.774147440945208,0,20,20,0,177.98,178.239,112.2092
2,9200,dci_gated,6,edge,0,0.8119480346073038,1.0,0.7423894937103017,0.8,0.6252564102564102,0.8052533689323479,1,20,20,0,230.268,230.605,86.7284
2,9200,dci_gated,7,geo,1,0.5715495865807745,1.0,0.07748666870682175,0.44285714285714284,0.7573076923076922,0.5605523128041404,1,20,20,0,4875.708,4876.168,4.1016
2,9200,dci_gated,8,geo,0,0.7715106640479703,1.0,0.6850200224480734,0.7333333333333334,0.7355128205128205,0.786875260245197,0,20,20,0,8759.929,8760.336,2.283
2,9200,dci_gated,9,geo,0,0.7903262708702876,1.0,0.6785260756473652,0.6000000000000001,0.7441025641025641,0.7649021674624297,1,20,20,0,2908.168,2908.716,6.8759
2,9200,dci_gated,10,geo,0,0.683045160768556,1.0,0.7552687321080164,0.43333333333333335,0.8105128205128206,0.7300586263573321,1,20,20,0,1315.842,1316.29,15.1942
2,9200,dci_gated,11,geo,0,0.76446339639868,1.0,0.46498738204635115,0.6166666666666667,0.6689743589743591,0.7077928126884274,1,20,20,0,685.068,685.436,29.1785
2,9200,dci_gated,12,geo,0,0.7857868383312246,1.0,0.3287425113006659,0.6666666666666667,0.7876923076923077,0.7136823913301188,1,20,20,0,1206.706,1207.056,16.5692
2,9200,dci_gated,13,text,1,0.5067017558751641,1.0,0.026533505147430803,0.34090909090909094,0.7635897435897436,0.5147024197185569,1,20,20,0,1132.867,1133.102,17.6507
2,9200,dci_gated,14,text,0,0.7491239058970864,1.0,0.733900869643995,0.7,0.8307692307692308,0.7986765350184553,0,20,20,0,283.343,283.552,70.5339
2,9200,dci_gated,15,text,0,0.8449993298886327,1.0,0.5526185432400122,0.875,0.8153846153846155,0.819081233427853,0,20,20,0,746.13,746.335,26.7976
2,9200,dci_gated,16,text,0,0.7528787559760183,1.0,0.42587575668284305,0.8,0.7050000000000001,0.7391448403305733,0,20,20,0,559.335,559.544,35.7434
2,9200,dci_gated,17,text,0,0.7515862392632935,1.0,0.5325508374594015,0.8,0.6751282051282051,0.7556759580769344,0,20,20,0,363.685,363.861,54.966
2,9200,dci_gated,18,text,0,0.8078369302724201,1.0,0.8140927454733944,0.75,0.8508974358974359,0.8424123970473993,0,20,20,0,461.124,461.292,43.3564
2,9200,dci_gated,19,review,1,0.49228247142807535,1.0,0.028977207557705498,0.3269230769230769,0.6171794871794872,0.48682759783009844,1,20,20,0,15950.018,15950.466,1.2539
2,9200,dci_gated,20,review,0,0.7651937842014789,1.0,0.45446220865247444,0.6944444444444444,0.668974358974359,0.7214259305159074,1,20,20,0,563.688,563.966,35.4631
2,9200,dci_gated,21,review,0,0.6737291911887655,1.0,0.4359917261983727,0.43333333333333335,0.6878205128205128,0.6454703866266096,1,20,20,0,316.141,316.411,63.2089
2,9200,dci_gated,22,review,0,0.869607399298308,1.0,0.6450215618741105,0.875,0.8326923076923077,0.8463100083532453,0,20,20,0,427.261,427.458,46.7882
2,9200,dci_gated,23,review,0,0.7888898021985431,1.0,0.7054182974054207,0.6333333333333333,0.6798717948717949,0.7669535459281559,1,20,20,0,603.078,603.32,33.1499
2,9200,dci_gated,24,review,0,0.8232086375977514,1.0,0.6802993260372643,0.6944444444444444,0.6584615384615384,0.7795201442650104,1,20,20,0,408.439,408.739,48.931
3,9300,dci_gated,1,edge,0,0.7848421927924534,1.0,0.7780860822788062,0.7,0.8005128205128206,0.8119046877307977,0,20,20,0,525.711,526.097,38.0158
3,9300,dci_gated,2,edge,0,0.798088603661685,1.0,0.7205638552359652,0.75,0.7852564102564104,0.8114233835010759,0,20,20,0,532.694,533.015,37.5224
3,9300,dci_gated,3,edge,0,0.7940898643434111,1.0,0.7768159288260112,0.8,0.7405128205128205,0.8249625749279782,0,20,20,0,338.765,339.129,58.9746
3,9300,dci_gated,4,edge,0,0.7439550637154713,1.0,0.7943758476211935,0.8,0.7357692307692307,0.8152293200684911,1,20,20,0,152.973,153.349,130.4214
3,9300,dci_gated,5,edge,0,0.6870541139084309,1.0,0.547542294419759,0.7,0.785897435897436,0.7391566027456749,0,20,20,0,579.455,579.891,34.4893
3,9300,dci_gated,6,edge,0,0.8563766343245237,1.0,0.4548192411363383,0.875,0.8176923076923077,0.8027118529622448,0,20,20,0,198.031,198.317,100.8485
3,9300,dci_gated,7,geo,1,0.5668009014791648,1.0,0.02971918780982974,0.525,0.7823076923076924,0.5699902167779111,1,20,20,0,5066.875,5067.474,3.9467
3,9300,dci_gated,8,geo,0,0.8623841308747962,1.0,0.5782018227282031,0.8166666666666667,0.7406410256410256,0.8056658844438269,0,20,20,0,2605.334,2605.775,7.6753
3,9300,dci_gated,9,geo,0,0.7435279423879632,1.0,0.6878489793609672,0.7166666666666667,0.747051282051282,0.7788428071102098,0,20,20,0,2045.142,2045.475,9.7777
3,9300,dci_gated,10,geo,0,0.6930685413500116,1.0,0.37306536491986353,0.6333333333333333,0.6064102564102565,0.6655084134496807,1,20,20,0,404.677,405.055,49.376
3,9300,dci_gated,11,geo,0,0.7628116343099623,1.0,0.605994954297653,0.65,0.6637179487179488,0.7414595917447135,0,20,20,0,1537.48,1537.948,13.0043
3,9300,dci_gated,12,geo,0,0.8157590964076121,1.0,0.7369017221107774,0.6666666666666667,0.7905128205128206,0.803230374934315,0,20,20,0,2280.875,2281.256,8.7671
3,9300,dci_gated,13,text,1,0.4369488475603176,1.0,0.013788609714729949,0.24545454545454548,0.7453846153846155,0.47289353523162686,1,20,20,0,1128.244,1128.45,17.7234
3,9300,dci_gated,14,text,0,0.8117025688863255,1.0,0.6888284485845666,0.6785714285714286,0.8761538461538463,0.8078286945758574,0,20,20,0,514.477,514.678,38.8593
3,9300,dci_gated,15,text,0,0.7708512757521409,1.0,0.7225885679135613,0.5535714285714286,0.6707692307692308,0.7485602028504179,0,20,20,0,291.08,291.272,68.6643
3,9300,dci_gated,16,text,0,0.7850945170847285,1.0,0.5972538272218137,0.6285714285714286,0.6506410256410257,0.7390348342759845,1,20,20,0,559.32,559.487,35.747
3,9300,dci_gated,17,text,0,0.884704155095468,1.0,0.7324841154859982,0.9,0.6324358974358975,0.8425382464864514,0,20,20,0,570.398,570.574,35.0524
3,9300,dci_gated,18,text,0,0.7707836563726221,1.0,0.6119327015958169,0.7,0.8338461538461539,0.780159377489242,0,20,20,0,578.996,579.17,34.5322
3,9300,dci_gated,19,review,1,0.5306826761627101,1.0,0.09952648839055134,0.4903846153846154,0.7853846153846155,0.5684605821034032,1,20,20,0,16024.553,16024.919,1.2481
3,9300,dci_gated,20,review,0,0.8783060051627876,1.0,0.7264446963482544,1.0,0.7653846153846154,0.8796731328680402,0,20,20,0,478.728,478.945,41.7585
3,9300,dci_gated,21,review,0,0.8085071563536905,1.0,0.5207400083592372,0.9,0.7091025641025641,0.7926401753756547,0,20,20,0,483.885,484.124,41.3117
3,9300,dci_gated,22,review,0,0.768591200975828,1.0,0.44917865266776824,0.8444444444444444,0.7785897435897438,0.7676608812048611,0,20,20,0,617.632,617.835,32.3711
3,9300,dci_gated,23,review,0,0.7632885805742955,1.0,0.605529311152653,0.7444444444444445,0.7271794871794872,0.7698938193399165,0,20,20,0,528.159,528.364,37.8527
3,9300,dci_gated,24,review,0,0.80808061017771,1.0,0.6118111839522598,0.8,0.7592307692307693,0.7982670047194949,0,20,20,0,479.234,479.426,41.7166
4,9400,dci_gated,1,edge,0,0.7593571611647671,1.0,0.7427707771203448,0.7,0.6626923076923078,0.777797291869107,0,20,20,0,579.858,580.091,34.4773
4,9400,dci_gated,2,edge,0,0.863582117928692,1.0,0.47902359745565637,0.875,0.8475641025641026,0.8138348643579196,0,20,20,0,345.382,345.757,57.8441
4,9400,dci_gated,3,edge,0,0.7643296512767884,1.0,0.6486149994907953,0.7,0.6937179487179488,0.7648631050250485,0,20,20,0,399.588,399.872,50.016
4,9400,dci_gated,4,edge,0,0.744039871145453,1.0,0.4647447548978205,0.7,0.6691025641025641,0.7193243033813119,1,20,20,0,440.898,441.225,45.3284
4,9400,dci_gated,5,edge,0,0.744039871145453,1.0,0.5455054462211437,0.7,0.7225641025641025,0.7434956724152074,0,20,20,0,324.675,324.99,61.5403
4,9400,dci_gated,6,edge,0,0.8048875348072029,1.0,0.7829464717038946,0.75,0.7235897435897437,0.8163496395810412,0,20,20,0,435.413,435.689,45.9043
4,9400,dci_gated,7,geo,1,0.4878190208021085,1.0,0.07348374413013681,0.375,0.7475641025641026,0.5237861194111698,1,20,20,0,6219.3,6219.862,3.2155
4,9400,dci_gated,8,geo,0,0.7864770209080968,1.0,0.6237803953684338,0.7,0.7710256410256411,0.7770291804545573,0,20,20,0,1876.133,1876.551,10.6579
4,9400,dci_gated,9,geo,0,0.7859461844065212,1.0,0.5188465735437142,0.8,0.8373076923076923,0.785852014656527,0,20,20,0,1451.724,1452.088,13.7733
4,9400,dci_gated,10,geo,0,0.8925005231474179,1.0,0.6800618002144461,0.9,0.7325641025641026,0.8490221062143591,0,20,20,0,983.656,984.0,20.3252
4,9400,dci_gated,11,geo,0,0.8454175257251918,1.0,0.7033919440652292,0.8166666666666667,0.8307692307692308,0.8399814881930617,0,20,20,0,1248.268,1248.616,16.0177
4,9400,dci_gated,12,geo,0,0.8160228939824142,1.0,0.672785482243274,0.7166666666666667,0.8308974358974359,0.8065307686622071,0,20,20,0,2762.124,2762.532,7.2397
4,9400,dci_gated,13,text,1,0.39616013131864414,1.0,0.0,0.24545454545454548,0.6605128205128206,0.4472078649974932,1,20,20,0,1597.458,1597.687,12.5181
4,9400,dci_gated,14,text,0,0.8489741213301549,1.0,0.7422189129895893,0.875,0.8558974358974359,0.864071928315072,0,20,20,0,476.67,476.854,41.9416
4,9400,dci_gated,15,text,0,0.8854386494659702,1.0,0.770943788173395,1.0,0.663846153846154,0.8751253430780946,0,20,20,0,457.693,457.866,43.6809
4,9400,dci_gated,16,text,0,0.8881264350435107,1.0,0.8135705013226626,0.8285714285714285,0.772948717948718,0.8664023024320037,0,20,20,0,737.012,737.191,27.13
4,9400,dci_gated,17,text,0,0.8862927649624365,1.0,0.6454148568336635,0.9,0.6960256410256411,0.835060008761188,0,20,20,0,286.065,286.225,69.8751
4,9400,dci_gated,18,text,0,0.7613921933681592,1.0,0.7025864977828784,0.6285714285714286,0.870897435897436,0.7872142489975167,0,20,20,0,319.24,319.383,62.6208
4,9400,dci_gated,19,review,1,0.4916045200809154,1.0,0.052388932821646805,0.3333333333333333,0.713974358974359,0.5071417370973788,1,20,20,0,15087.9,15088.243,1.3255
4,9400,dci_gated,20,review,0,0.811505470645327,1.0,0.6827484737757522,0.75,0.7823076923076924,0.8067722162626361,0,20,20,0,399.757,400.025,49.9968
4,9400,dci_gated,21,review,0,0.7787539809358446,1.0,0.7174677128454966,0.6444444444444444,0.8120512820512822,0.7888786189996417,0,20,20,0,511.332,511.56,39.0961
4,9400,dci_gated,22,review,0,0.7681551368653514,1.0,0.6993028258510435,0.7444444444444445,0.5556410256410257,0.7641343921215894,0,20,20,0,588.905,589.142,33.9477
4,9400,dci_gated,23,review,0,0.7061855195859847,1.0,0.4213516753810199,0.5833333333333333,0.7571794871794872,0.69106030471629,1,20,20,0,692.379,692.579,28.8776
4,9400,dci_gated,24,review,0,0.7015507448394886,1.0,0.4247959560035709,0.4583333333333333,0.7437179487179487,0.6635712363849453,1,20,20,0,397.79,398.002,50.251
5,9500,dci_gated,1,edge,0,0.864519507751577,1.0,0.7463667751642247,0.875,0.8407692307692308,0.8665186165861238,0,20,20,0,199.422,199.678,100.1611
5,9500,dci_gated,2,edge,0,0.7902447472442267,1.0,0.6326801330135639,0.75,0.8657692307692308,0.8039625980291542,0,20,20,0,607.96,608.222,32.8827
5,9500,dci_gated,3,edge,0,0.7172850788062028,1.0,0.5572691833504877,0.75,0.7256410256410257,0.7496212602178021,1,20,20,0,145.112,145.416,137.5364
5,9500,dci_gated,4,edge,0,0.789514148439521,1.0,0.6725013284265877,0.9,0.8324358974358975,0.8367441874105825,1,20,20,0,393.511,393.795,50.7878
5,9500,dci_gated,5,edge,0,0.9258400252785088,1.0,0.6254577478520572,1.0,0.7773076923076924,0.8731477097361925,0,20,20,0,579.731,579.972,34.4845
5,9500,dci_gated,6,edge,0,0.7622877122199894,1.0,0.694173564643392,0.7,0.759102564102564,0.7832720255990604,0,20,20,0,412.538,412.777,48.4523
5,9500,dci_gated,7,geo,1,0.4664642768842511,1.0,0.005829111682155386,0.1625,0.7771794871794873,0.466858814634417,1,20,20,0,5125.704,5126.18,3.9015
5,9500,dci_gated,8,geo,0,0.775072520883384,1.0,0.5086507900458348,0.7166666666666667,0.7737179487179487,0.7548893138710386,0,20,20,0,1299.309,1299.678,15.3884
5,9500,dci_gated,9,geo,0,0.7800307838175327,1.0,0.6943803072039696,0.7083333333333333,0.8488461538461539,0.8028773471387668,0,20,20,0,3228.398,3228.843,6.1942
5,9500,dci_gated,10,geo,0,0.7260680287279062,1.0,0.6933176377829346,0.5333333333333333,0.8205128205128206,0.7499241244821533,1,20,20,0,1809.548,1809.961,11.05
5,9500,dci_gated,11,geo,0,0.9469407771870817,1.0,0.7323880441333263,1.0,0.6757692307692308,0.8845781877388204,0,20,20,0,1012.78,1013.163,19.7402
5,9500,dci_gated,12,geo,0,0.8776111313531698,1.0,0.807265941192556,0.9,0.803974358974359,0.8814521249229575,0,20,20,0,678.786,679.167,29.4478
5,9500,dci_gated,13,text,1,0.4703532836409601,1.0,0.01919771784983526,0.49090909090909096,0.7957692307692308,0.53897506727741,1,20,20,0,1246.407,1246.631,16.0432
5,9500,dci_gated,14,text,0,0.7898727155763703,1.0,0.722339598927443,0.7285714285714285,0.721923076923077,0.7959388459323283,0,20,20,0,427.888,428.097,46.7184
5,9500,dci_gated,15,text,0,0.822022460988771,1.0,0.46625575517369966,0.8285714285714285,0.7657692307692309,0.779336436611603,0,20,20,0,645.796,645.955,30.9619
5,9500,dci_gated,16,text,0,0.7550522700790964,1.0,0.6312679359789586,0.5285714285714286,0.6321794871794872,0.7155578635067746,1,20,20,0,318.522,318.69,62.7569
5,9500,dci_gated,17,text,0,0.8218320236249466,1.0,0.6525565689923247,0.6666666666666666,0.7584615384615385,0.7830718838072657,1,20,20,0,303.064,303.244,65.9535
5,9500,dci_gated,18,text,0,0.6891143038365362,1.0,0.7380977712280634,0.5285714285714286,0.7802564102564102,0.742650877457494,1,20,20,0,180.517,180.699,110.681
5,9500,dci_gated,19,review,1,0.5025502235545547,1.0,0.021271931958150914,0.5113636363636364,0.9012820512820514,0.5673569772453039,1,20,20,0,26200.452,26200.777,0.7633
5,9500,dci_gated,20,review,0,0.8661578193915949,1.0,0.6874943810882698,0.8888888888888888,0.7664102564102564,0.8467776473048689,0,20,20,0,2320.898,2321.159,8.6164
5,9500,dci_gated,21,review,0,0.7402020221859127,1.0,0.5975827159815816,0.5444444444444444,0.7405128205128205,0.7245328607086065,1,20,20,0,2294.333,2294.579,8.7162
5,9500,dci_gated,22,review,0,0.7645652197719025,1.0,0.46520603818811446,0.5833333333333333,0.6724358974358975,0.7017145638626499,1,20,20,0,772.438,772.641,25.8853
5,9500,dci_gated,23,review,0,0.8817045254882037,1.0,0.7219139641128614,0.9,0.7556410256410258,0.8581550780407772,0,20,20,0,551.909,552.125,36.2237
5,9500,dci_gated,24,review,0,0.8124475250167279,1.0,0.6479127870651871,0.7285714285714285,0.7756410256410258,0.794754878227659,0,20,20,0,370.562,370.765,53.9426
6,9600,dci_gated,1,edge,0,0.8242298034425207,1.0,0.4844001481663822,0.9,0.731923076923077,0.7927259420323682,0,20,20,0,340.383,340.701,58.7024
6,9600,dci_gated,2,edge,0,0.8022150719256483,1.0,0.7858003334571927,0.8,0.8211538461538462,0.8408869115959275,0,20,20,0,341.693,342.004,58.4788
6,9600,dci_gated,3,edge,0,0.7476204053962694,1.0,0.726108570240263,0.7,0.8670512820512821,0.8021845077048122,1,20,20,0,308.789,309.132,64.6974
6,9600,dci_gated,4,edge,0,0.6967047823475951,1.0,0.7569970515426727,0.6,0.5993589743589745,0.7354794520492794,0,20,20,0,173.92,174.248,114.7791
6,9600,dci_gated,5,edge,0,0.8762401663514459,1.0,0.5771305843635157,0.875,0.7573076923076923,0.8230823123067186,0,20,20,0,346.508,346.721,57.6832
6,9600,dci_gated,6,edge,0,0.8076437492376775,1.0,0.7369737822553901,0.75,0.6860256410256411,0.8022095399143436,0,20,20,0,305.448,305.718,65.4199
6,9600,dci_gated,7,geo,1,0.4869502132095658,1.0,0.01863033620496335,0.1875,0.6941025641025642,0.46707900515876877,1,20,20,0,5287.743,5288.207,3.782
6,9600,dci_gated,8,geo,0,0.7812030903093062,1.0,0.5033492819847254,0.7166666666666667,0.8125641025641026,0.7611885776922204,0,20,20,0,1145.913,1146.327,17.447
6,9600,dci_gated,9,geo,0,0.8690211795463849,1.0,0.65081740234751,0.9,0.7741025641025642,0.8435341599714828,0,20,20,0,1013.141,1013.498,19.7336
6,9600,dci_gated,10,geo,0,0.8285102730743008,1.0,0.6475702666320062,0.7166666666666667,0.7820512820512822,0.7972826472360022,0,20,20,0,885.039,885.341,22.5902
6,9600,dci_gated,11,geo,0,0.7809130863347852,1.0,0.589241197089216,0.6166666666666667,0.7558974358974359,0.7497944597194883,1,20,20,0,1102.796,1103.249,18.1283
6,9600,dci_gated,12,geo,0,0.8790401157529194,1.0,0.7623256603337295,0.875,0.8025641025641026,0.8676097763895912,0,20,20,0,1560.376,1560.755,12.8143
6,9600,dci_gated,13,text,1,0.4646901314873517,1.0,0.022583312683995382,0.29545454545454547,0.8710256410256412,0.5104339506533923,1,20,20,0,1666.346,1666.595,12.0005
6,9600,dci_gated,14,text,0,0.8584337438889352,1.0,0.5104210959206484,0.8333333333333333,0.7692307692307693,0.7987439372076456,0,20,20,0,319.626,319.851,62.5292
6,9600,dci_gated,15,text,0,0.8331384918117708,1.0,0.5785314126078189,0.7285714285714285,0.8175641025641025,0.7923398065734075,1,20,20,0,377.239,377.435,52.9893
6,9600,dci_gated,16,text,0,0.8353563238896815,1.0,0.6282345203775423,0.8,0.6875641025641026,0.7976206004325443,0,20,20,0,378.585,378.853,52.7909
6,9600,dci_gated,17,text,0,0.7307779827700438,1.0,0.3336666136999422,0.7,0.6841025641025642,0.692043203047884,1,20,20,0,295.469,295.685,67.6397
6,9600,dci_gated,18,text,0,0.93791309931509,1.0,0.41290005652640493,1.0,0.6556410256410257,0.8154044399802074,0,20,20,0,270.474,270.664,73.8922
6,9600,dci_gated,19,review,1,0.4280993759904028,1.0,0.006517987498671385,0.17692307692307693,0.787051282051282,0.4617707491896427,1,20,20,0,29071.167,29071.537,0.688
