workload,config,seed,dci_raw,dci_white
tpch,mixed,15,1.8081190152266768,1.276413390854937
tpch,mixed,16,2.313374575708166,1.4968402955118845
tpch,mixed,17,2.1967901437678483,1.1553170404325366
tpch,mixed,18,1.653920805203829,1.3739218588552704
tpch,mixed,19,1.8406178794411543,1.402333228504478
tpch,mixed,20,2.1735112617382777,1.5965982046247094
tpch,mixed,21,1.7538081048282184,1.8082933427454964
tpch,mixed,22,1.7307598564275524,1.5011585199015285
tpch,mixed,23,1.8841104263999207,1.5940036856921138
tpch,mixed,24,1.6648396644053025,1.9819680285518009
tpch,mixed,25,1.6325375897297232,1.7506628667192228
tpch,mixed,26,1.7021018881466115,1.8387317060094486
tpch,mixed,27,2.3547633217825017,1.23289420555079
tpch,mixed,28,1.9153109564870159,1.1186528239360105
tpch,mixed,29,2.0900661063746915,1.2544934442800257
tpch,mixed,30,2.202014571310501,1.3468687035522044
tpch,mixed,31,2.2118832088539793,1.1843116195460155
tpch,mixed,32,1.976965818778254,1.4781753407630578
tpch,mixed,33,1.93608914802321,1.572901659339199
tpch,mixed,34,1.685210570535996,1.6268203635099654
tpch,mixed,35,2.26284271163915,1.2688545092474486
tpch,mixed,36,1.8178856136659447,1.2665810095503363
tpch,mixed,37,1.9062747607990391,1.3821927755768426
tpch,mixed,38,1.8880410373516354,1.1360691511086751
tpch,mixed,39,2.1502363459314076,1.2822656099287382
tpch,mixed,40,1.805485476253793,1.5846859446912795
tpch,mixed,41,2.3300692240136716,1.0408049668966204
tpch,mixed,42,1.7960235110235803,1.3720675931472788
tpch,mixed,43,2.242605593988689,1.3438972462011232
tpch,mixed,44,2.1762279656933523,1.1883449604965592
tpch,mixed,45,1.6141195856677182,1.9066861242762487
tpch,mixed,46,1.6503647016934757,1.6614829333402585
tpch,mixed,47,1.6985366745702777,1.884857289637251
tpch,mixed,48,1.9131859678213416,1.9361226929988455
tpch,mixed,49,2.3624930764173935,1.1930177816258947
job,template_only,0,1.2181896334554496,1.000828124763497
job,template_only,1,1.049054765791201,1.4553875277789472
job,template_only,2,1.1329877753852602,1.0001150210789487
job,template_only,3,1.071173887392066,1.0047040264940568
job,template_only,4,1.0513588929601696,1.004829779981234
job,template_only,5,1.0885886963941,1.0015485164254077
job,template_only,6,1.0302314480847456,1.0108721030658878
job,template_only,7,1.131943052955963,1.0184193784537008
job,template_only,8,1.0880527211834257,1.0004030540303557
job,template_only,9,1.0238863345066074,1.0004391018438892
job,template_only,10,1.1054556422065815,1.0008146149390624
job,template_only,11,1.1953408911565355,1.0005388681920009
job,template_only,12,1.1253316371854474,1.0061906536214833
job,template_only,13,1.2135345638619062,1.0019616737054449
job,template_only,14,1.0574975082880822,1.0011795948255549
job,template_only,15,1.073353025012827,1.0001193410113793
job,template_only,16,1.111312744132172,1.0058166415275096
job,template_only,17,1.1221512054446627,1.0012985244101076
job,template_only,18,1.0245202466748686,1.023971900133087
job,template_only,19,1.0796024238932465,1.08037071482371
job,template_only,20,1.0333596515057955,1.0165779059129696
job,template_only,21,1.0555702982375175,1.000938753821273
job,template_only,22,1.1010022007087594,1.0159275023275436
job,template_only,23,1.0165325361856723,1.0008675086604741
job,template_only,24,1.066419894576328,1.0060949214483328
job,template_only,25,1.031832701818432,1.00153367517983
job,template_only,26,1.087358409928957,1.0067537812775478
job,template_only,27,1.0692362481420883,1.010812289835661
job,template_only,28,1.083821411099655,1.0713160082748694
job,template_only,29,1.355724898177829,1.028636147164884
job,template_only,30,1.0162828108742552,1.003507672187267
job,template_only,31,1.031713632370424,1.0001902604292126
job,template_only,32,1.0602103572778492,1.0003665713267453
job,template_only,33,1.2217829775457125,1.0069185933590905
job,template_only,34,1.1696793993839851,1.0021934409367905
job,template_only,35,1.0288221546349368,1.0097945562549229
job,template_only,36,1.12723562625775,1.0054684731420447
job,template_only,37,1.2148383191473757,1.0015898881135905
job,template_only,38,1.4145668664384599,1.0171057560130425
