workload,config,seed,dci,eff_rank,stable_rank,p1
pgbench,volume_only,41,1.0078778078152852,1.025986990173085,1.0039389650214914,0.9960764895489369
pgbench,volume_only,42,1.0078778078152852,1.025986990173085,1.0039389650214914,0.9960764895489369
pgbench,volume_only,43,1.0078778078152852,1.025986990173085,1.0039389650214914,0.9960764895489369
pgbench,volume_only,44,1.0010578755074544,1.0045275527079514,1.0005289379017108,0.9994713417256874
pgbench,volume_only,45,1.0092955699187012,1.0299260505016137,1.0046478853646978,0.9953736175306729
pgbench,volume_only,46,1.008546921509046,1.0278597399148728,1.0042735388013089,0.9957446466164889
pgbench,volume_only,47,1.0101364097047296,1.0322132795659258,1.005068335044513,0.9949572234366646
pgbench,volume_only,48,1.0065779841003972,1.0222702556902918,1.003289027629537,0.9967217546101268
pgbench,volume_only,49,1.0078778078152852,1.025986990173085,1.0039389650214914,0.9960764895489369
pgbench,mixed,0,1.6627911308925427,1.8110435292649936,1.3779601964753434,0.7257103670758269
pgbench,mixed,1,1.9843409694051013,2.0193575488280895,1.7992080257015703,0.5558000996633322
pgbench,mixed,2,1.9258701617145726,1.9818653267437436,1.6618169845487218,0.6017509805819905
pgbench,mixed,3,1.9212558655226142,1.9904744952489386,1.6491506817043737,0.606372729365466
pgbench,mixed,4,1.9948166681778605,2.00119598060187,1.8950049269666496,0.5277031134693188
pgbench,mixed,5,1.9950670938381534,2.015990965735782,1.8627184939468788,0.5368497726573375
pgbench,mixed,6,1.7233484323009696,1.853229857842178,1.4262996012875397,0.7011149684801753
pgbench,mixed,7,1.5401317064202509,1.7655167808869674,1.287525380500039,0.7766837183525096
pgbench,mixed,8,1.7305236619992188,1.8461994860876314,1.4340894518160852,0.6973065722878248
pgbench,mixed,9,1.9635793412215363,1.984951234466525,1.758046293771912,0.5688132352046809
pgbench,mixed,10,1.7267528011629667,1.9362605075225123,1.4110231139167935,0.7087056123582175
pgbench,mixed,11,1.5392839304036012,1.7553002510123743,1.2882865744573904,0.7762248088482853
pgbench,mixed,12,1.844770496538774,2.004385853033909,1.5205327329075755,0.6576642372491328
pgbench,mixed,13,1.951990069830613,1.9786715637071457,1.7271887295673678,0.5789755241458086
pgbench,mixed,14,1.0,1.0,1.0,1.0
pgbench,mixed,15,1.6564437133794068,1.7959318333958294,1.3741752537316914,0.7277092185180994
pgbench,mixed,16,1.790493249734913,1.9685083695871937,1.4697595822734066,0.680383385188217
pgbench,mixed,17,1.9323980708513486,1.9651174608726731,1.6848651737753375,0.5935193008703862
pgbench,mixed,18,2.0198253156301007,2.1081524309471993,1.8088310276385242,0.5528432367204171
pgbench,mixed,19,1.9344817892467618,1.9824059709178787,1.6805577154711144,0.5950405575447124
pgbench,mixed,20,1.9775376179248034,2.083714460182305,1.708461063453002,0.5853220897986879
pgbench,mixed,21,1.7459846808421087,1.8585922762349083,1.4475024634833251,0.6908451109599923
pgbench,mixed,22,1.7535170212025435,1.875021454486278,1.4525511845354675,0.6884438983262435
pgbench,mixed,23,1.9948166681778605,2.00119598060187,1.8950049269666496,0.5277031134693188
pgbench,mixed,24,1.7305236619992188,1.8461994860876314,1.4340894518160852,0.6973065722878248
pgbench,mixed,25,1.5672035069999979,1.7892566747565473,1.3045866043739136,0.766526343783755
pgbench,mixed,26,1.824109151348201,1.9215288491999183,1.522076040127399,0.6569973993653426
pgbench,mixed,27,1.7305236619992188,1.8461994860876314,1.4340894518160852,0.6973065722878248
pgbench,mixed,28,1.973512228237782,2.0141820614856307,1.763655215804959,0.567004248357911
pgbench,mixed,29,1.0,1.0000000000000004,1.0,1.0
pgbench,mixed,30,1.7355923811248823,1.9393781816852738,1.4208163109597354,0.7038207488795778
pgbench,mixed,31,1.0092955699187012,1.0299260505016137,1.0046478853646978,0.9953736175306729
pgbench,mixed,32,1.990300027308018,2.0671854557308813,1.764330333516749,0.5667872852396928
pgbench,mixed,33,1.0035596986892943,1.0131121313283908,1.001779854983003,0.9982233072724015
pgbench,mixed,34,1.896389023137015,2.021645377120687,1.5888542430633847,0.6293843531373611
pgbench,mixed,35,1.5538266526005522,1.7784637307849287,1.2960559924369763,0.7715716032605183
pgbench,mixed,36,1.7190952121587513,1.8982874498612705,1.41337815261002,0.7075247329621916
pgbench,mixed,37,1.9999557638832928,1.9999778814931977,1.990637958029834,0.5023515179976352
pgbench,mixed,38,1.8697928965975832,1.9495783415189891,1.5772478911828975,0.6340157470427964
pgbench,mixed,39,1.5329316671344315,1.7732220750933867,1.2812952729745037,0.7804602273124118
pgbench,mixed,40,1.8773718830733932,1.9579420216466368,1.5850486193311557,0.6308954739962304
pgbench,mixed,41,1.7231443708776457,1.8436779018084695,1.4274788438668886,0.7005357762718963
pgbench,mixed,42,1.8629686075972787,1.9453692129820792,1.5684642768686896,0.6375663218778678
pgbench,mixed,43,1.7986952156021232,1.994007370587267,1.4706590966031243,0.6799672353095045
pgbench,mixed,44,1.9976108272223636,2.0024598364417625,1.9218309503011302,0.520337129466726
pgbench,mixed,45,1.8727093875342145,1.9407513770086957,1.5840876704094127,0.6312781916556087
pgbench,mixed,46,1.8659655247338511,1.9417856853249804,1.57348618477696,0.6355314776035031
pgbench,mixed,47,1.627983031071612,1.777457965048661,1.3530134758356764,0.7390909387523721
pgbench,mixed,48,1.844770496538774,2.004385853033909,1.5205327329075755,0.6576642372491328
pgbench,mixed,49,1.7388315757424544,1.8656807650609584,1.4394253929115042,0.6947216611048628
