id,arm,cluster_a,start_a,cluster_b,start_b,R_at_onset,DCI_at_onset,minR_onset_p2,esc_windows,b_SR,b_SV,b_ST,b_SA,b_SP
1319,cross,53,2065,16,1065,0.8135,1.134,0.7712,0,0.1122,1.0,0.0,0.0,0.7464
1320,cross,53,65,14,1065,0.6027,1.3901,0.6027,0,0.1126,1.0,0.0,0.0,0.6784
1321,cross,53,65,14,65,0.5837,1.3817,0.5803,0,0.1057,1.0,0.0,0.0,0.7775
1322,cross,53,1065,14,1065,0.579,1.6554,0.579,0,0.114,1.0,0.0,0.0,0.8692
1323,cross,53,2065,14,1065,0.854,1.1346,0.854,0,0.1258,1.0,0.0,0.0,0.8519
1324,cross,53,2065,14,65,0.7625,1.1331,0.7441,0,0.0951,1.0,0.0,0.0,0.6683
1325,cross,53,1065,14,1065,0.579,1.6554,0.579,0,0.114,1.0,0.0,0.0,0.8692
1326,cross,53,1065,14,65,0.5546,1.6449,0.5546,0,0.0984,1.0,0.0,0.0,0.6377
1327,cross,53,2065,14,65,0.7625,1.1331,0.7441,0,0.0951,1.0,0.0,0.0,0.6683
1328,cross,53,1065,14,65,0.5546,1.6449,0.5546,0,0.0984,1.0,0.0,0.0,0.6377
1329,cross,53,2065,14,1065,0.854,1.1346,0.854,0,0.1258,1.0,0.0,0.0,0.8519
1330,cross,53,65,14,65,0.5837,1.3817,0.5803,0,0.1057,1.0,0.0,0.0,0.7775
1331,cross,14,1065,96,58065,0.1944,1.2957,0.1944,12,0.3895,1.0,0.0,0.0,0.8069
1332,cross,14,65,96,15065,1.0,1.8681,0.5325,0,0.4041,1.0,0.0,0.0,0.8086
1333,cross,14,1065,96,50065,0.1893,1.3146,0.1326,12,0.3492,1.0,0.0,0.0,0.8069
1334,cross,14,1065,96,49065,0.1944,1.2957,0.1944,12,0.3895,1.0,0.0,0.0,0.8069
1335,cross,14,1065,96,56065,0.1944,1.2957,0.1944,12,0.3895,1.0,0.0,0.0,0.8069
1336,cross,14,65,96,4065,1.0,1.8681,0.5325,0,0.4041,1.0,0.0,0.0,0.8086
1337,cross,14,65,96,3065,1.0,1.8681,0.5325,0,0.4041,1.0,0.0,0.0,0.8086
1338,cross,14,65,96,58065,1.0,1.8681,0.5325,0,0.4041,1.0,0.0,0.0,0.8086
1339,cross,14,65,96,40065,1.0,1.8681,0.5325,0,0.4041,1.0,0.0,0.0,0.8086
1340,cross,14,65,96,46065,1.0,1.8681,0.3027,1,0.4041,1.0,0.0,0.0,0.8086
1341,cross,14,1065,96,20065,0.1944,1.2957,0.1944,6,0.3895,1.0,0.0,0.0,0.8069
1342,cross,14,65,100,65,0.4669,1.9872,0.4669,0,0.1552,1.0,0.0,0.0,0.5421
1343,cross,14,65,100,4065,0.4236,1.9816,0.3674,9,0.0994,1.0,0.0,0.0,0.8307
1344,cross,14,65,100,17065,0.4477,1.9863,0.2817,2,0.1306,1.0,0.0,0.0,0.8516
1345,cross,14,1065,100,3065,0.1577,1.4154,0.1436,12,0.1019,1.0,0.0,0.0,0.7973
1346,cross,14,1065,100,10065,0.1561,1.4192,0.1393,12,0.0887,1.0,0.0,0.0,0.8047
1347,cross,14,1065,100,10065,0.1561,1.4192,0.1393,12,0.0887,1.0,0.0,0.0,0.8047
1348,cross,14,65,100,13065,0.4594,1.9871,0.2529,2,0.1457,1.0,0.0,0.0,0.8455
1349,cross,14,65,100,12065,0.4264,1.9824,0.3866,1,0.1031,1.0,0.0,0.0,0.8307
1350,cross,14,1065,100,12065,0.157,1.4169,0.1397,12,0.0967,1.0,0.0,0.0,0.8047
1351,cross,14,1065,100,8065,0.1565,1.4182,0.1423,12,0.092,1.0,0.0,0.0,0.8047
1352,cross,14,1065,100,20065,0.1612,1.4067,0.1541,12,0.13,1.0,0.0,0.0,0.793
1353,cross,14,1065,31,7065,0.1569,1.4172,0.147,12,0.0956,1.0,0.0,0.0,0.6413
1354,cross,14,1065,31,2065,0.1582,1.4141,0.155,12,0.1062,1.0,0.0,0.0,0.5992
1355,cross,14,1065,31,65,0.1582,1.4141,0.1401,12,0.1062,1.0,0.0,0.0,0.8937
1356,cross,14,65,31,1065,0.4778,1.9866,0.4778,0,0.1692,1.0,0.0,0.0,0.7945
1357,cross,14,1065,31,2065,0.1582,1.4141,0.155,12,0.1062,1.0,0.0,0.0,0.5992
1358,cross,14,1065,31,3065,0.1618,1.4052,0.1618,12,0.1344,1.0,0.0,0.0,0.7556
1359,cross,14,65,31,2065,0.4307,1.9834,0.4307,0,0.1087,1.0,0.0,0.0,0.6035
1360,cross,14,65,31,1065,0.4778,1.9866,0.4778,0,0.1692,1.0,0.0,0.0,0.7945
1361,cross,14,1065,31,5065,0.1622,1.4041,0.1622,12,0.1377,1.0,0.0,0.0,0.7742
1362,cross,14,1065,31,6065,0.1567,1.4178,0.141,12,0.0936,1.0,0.0,0.0,0.6751
1363,cross,14,1065,31,65,0.1582,1.4141,0.1401,12,0.1062,1.0,0.0,0.0,0.8937
1364,cross,14,1065,77,3065,0.1668,1.3911,0.1511,12,0.1741,1.0,0.0,0.0,0.6535
1365,cross,14,65,77,6065,0.4743,1.9869,0.3925,7,0.1648,1.0,0.0,0.0,0.7601
1366,cross,14,65,77,7065,0.4533,1.9868,0.2766,3,0.1378,1.0,0.0,0.0,0.8669
1367,cross,14,65,77,3065,0.4816,1.9862,0.3892,4,0.1741,1.0,0.0,0.0,0.6811
1368,cross,14,1065,77,7065,0.1622,1.4042,0.1325,12,0.1374,1.0,0.0,0.0,0.8011
1369,cross,14,65,77,6065,0.4743,1.9869,0.3925,7,0.1648,1.0,0.0,0.0,0.7601
1370,cross,14,65,77,65,0.4213,1.9809,0.3853,4,0.0964,1.0,0.0,0.0,0.8822
1371,cross,14,65,77,6065,0.4743,1.9869,0.3925,7,0.1648,1.0,0.0,0.0,0.7601
1372,cross,14,1065,77,5065,0.1636,1.4003,0.1509,12,0.1489,1.0,0.0,0.0,0.8113
1373,cross,14,1065,77,5065,0.1636,1.4003,0.1509,12,0.1489,1.0,0.0,0.0,0.8113
1374,cross,14,65,77,2065,0.4441,1.9859,0.213,11,0.126,1.0,0.0,0.0,0.8761
1375,cross,14,1065,178,65,0.1596,1.4109,0.1568,12,0.1167,1.0,0.0,0.0,0.6762
1376,cross,14,1065,178,65,0.1596,1.4109,0.1568,12,0.1167,1.0,0.0,0.0,0.6762
1377,cross,14,65,178,1065,0.4379,1.9849,0.4379,7,0.118,1.0,0.0,0.0,0.8507
1378,cross,14,1065,178,65,0.1596,1.4109,0.1568,12,0.1167,1.0,0.0,0.0,0.6762
1379,cross,14,65,178,65,0.4383,1.985,0.4383,1,0.1186,1.0,0.0,0.0,0.6603
1380,cross,14,1065,178,1065,0.158,1.4146,0.1554,12,0.1046,1.0,0.0,0.0,0.8608
1381,cross,14,65,178,5065,0.4186,1.9801,0.2859,9,0.0929,1.0,0.0,0.0,0.8821
1382,cross,14,1065,178,1065,0.158,1.4146,0.1554,12,0.1046,1.0,0.0,0.0,0.8608
1383,cross,14,65,178,5065,0.4186,1.9801,0.2859,9,0.0929,1.0,0.0,0.0,0.8821
1384,cross,14,65,178,2065,0.4451,1.986,0.3019,10,0.1272,1.0,0.0,0.0,0.8566
1385,cross,14,65,178,2065,0.4451,1.986,0.3019,10,0.1272,1.0,0.0,0.0,0.8566
1386,cross,14,1065,33,65,0.1857,1.3277,0.1857,12,0.3212,1.0,0.0,0.0,0.8069
1387,cross,14,1065,33,1065,0.1659,1.3938,0.1659,12,0.1667,1.0,0.0,0.0,0.8673
1388,cross,14,65,33,65,1.0,1.9159,0.4091,0,0.3422,1.0,0.0,0.0,0.8086
1389,cross,14,65,33,1065,0.476,1.9867,0.4646,0,0.1669,1.0,0.0,0.0,0.9126
1390,cross,14,65,33,4065,0.527,1.9731,0.527,2,0.2343,1.0,0.0,0.0,0.7875
1391,cross,14,1065,33,2065,0.1734,1.3706,0.1581,12,0.2254,1.0,0.0,0.0,0.8069
1392,cross,14,1065,33,1065,0.1659,1.3938,0.1659,12,0.1667,1.0,0.0,0.0,0.8673
1393,cross,14,65,33,4065,0.527,1.9731,0.527,2,0.2343,1.0,0.0,0.0,0.7875
1394,cross,14,65,33,2065,1.0,1.9675,0.341,2,0.2494,1.0,0.0,0.0,0.8086
1395,cross,14,65,33,1065,0.476,1.9867,0.4646,0,0.1669,1.0,0.0,0.0,0.9126
1396,cross,14,65,33,2065,1.0,1.9675,0.341,2,0.2494,1.0,0.0,0.0,0.8086
1397,cross,14,1065,3,3065,0.1893,1.3146,0.1893,12,0.3492,1.0,0.0,0.0,0.6516
1398,cross,14,1065,3,3065,0.1893,1.3146,0.1893,12,0.3492,1.0,0.0,0.0,0.6516
1399,cross,14,1065,3,3065,0.1893,1.3146,0.1893,12,0.3492,1.0,0.0,0.0,0.6516
1400,cross,14,65,3,65,1.0,1.8971,0.5884,0,0.3679,1.0,0.0,0.0,0.8441
1401,cross,14,65,3,2065,1.0,1.8971,0.5946,0,0.3679,1.0,0.0,0.0,0.9014
1402,cross,14,1065,3,3065,0.1893,1.3146,0.1893,12,0.3492,1.0,0.0,0.0,0.6516
1403,cross,14,1065,3,1065,0.1893,1.3146,0.1893,11,0.3492,1.0,0.0,0.0,0.5913
1404,cross,14,1065,3,3065,0.1893,1.3146,0.1893,12,0.3492,1.0,0.0,0.0,0.6516
1405,cross,14,65,3,3065,1.0,1.8971,0.5844,0,0.3679,1.0,0.0,0.0,0.6905
1406,cross,14,65,3,2065,1.0,1.8971,0.5946,0,0.3679,1.0,0.0,0.0,0.9014
1407,cross,14,1065,3,65,0.1893,1.3146,0.1893,12,0.3492,1.0,0.0,0.0,0.808
1408,cross,14,65,11,1065,0.4529,1.9868,0.4529,0,0.1373,1.0,0.0,0.0,0.5612
1409,cross,14,65,11,65,0.4528,1.9868,0.4528,0,0.1372,1.0,0.0,0.0,0.7152
1410,cross,14,65,11,2065,0.4612,1.9872,0.4612,0,0.148,1.0,0.0,0.0,0.7816
1411,cross,14,1065,11,3065,0.1602,1.4093,0.1527,12,0.1218,1.0,0.0,0.0,0.7816
1412,cross,14,65,11,2065,0.4612,1.9872,0.4612,0,0.148,1.0,0.0,0.0,0.7816
1413,cross,14,65,11,65,0.4528,1.9868,0.4528,0,0.1372,1.0,0.0,0.0,0.7152
1414,cross,14,65,11,1065,0.4529,1.9868,0.4529,0,0.1373,1.0,0.0,0.0,0.5612
1415,cross,14,65,11,3065,0.4416,1.9855,0.4416,0,0.1228,1.0,0.0,0.0,0.7737
1416,cross,14,65,11,65,0.4528,1.9868,0.4528,0,0.1372,1.0,0.0,0.0,0.7152
1417,cross,14,65,11,3065,0.4416,1.9855,0.4416,0,0.1228,1.0,0.0,0.0,0.7737
1418,cross,14,1065,11,1065,0.1621,1.4045,0.1563,12,0.1366,1.0,0.0,0.0,0.6224
1419,cross,14,1065,56,2065,0.1659,1.3937,0.1054,12,0.1669,1.0,0.0,0.0,0.8413
1420,cross,14,1065,56,1065,0.1745,1.3669,0.1657,12,0.234,1.0,0.0,0.0,0.7678
1421,cross,14,65,56,2065,0.4927,1.9844,0.301,5,0.1885,1.0,0.0,0.0,0.8728
1422,cross,14,65,56,65,0.5094,1.98,0.3846,9,0.2104,1.0,0.0,0.0,0.5607
1423,cross,14,65,56,1065,1.0,1.9639,0.4243,6,0.2581,1.0,0.0,0.0,0.8084
1424,cross,14,65,56,2065,0.4927,1.9844,0.301,5,0.1885,1.0,0.0,0.0,0.8728
1425,cross,14,65,56,1065,1.0,1.9639,0.4243,6,0.2581,1.0,0.0,0.0,0.8084
1426,cross,14,1065,56,1065,0.1745,1.3669,0.1657,12,0.234,1.0,0.0,0.0,0.7678
1427,cross,14,65,56,65,0.5094,1.98,0.3846,9,0.2104,1.0,0.0,0.0,0.5607
1428,cross,14,1065,56,2065,0.1659,1.3937,0.1054,12,0.1669,1.0,0.0,0.0,0.8413
1429,cross,14,1065,56,1065,0.1745,1.3669,0.1657,12,0.234,1.0,0.0,0.0,0.7678
1430,cross,14,65,16,65,0.4134,1.9784,0.3859,0,0.086,1.0,0.0,0.0,0.5745
1431,cross,14,1065,16,65,0.1551,1.4212,0.1488,12,0.0812,1.0,0.0,0.0,0.6285
1432,cross,14,65,16,2065,0.4123,1.978,0.4123,0,0.0846,1.0,0.0,0.0,0.7199
1433,cross,14,65,16,1065,0.409,1.9767,0.409,0,0.0802,1.0,0.0,0.0,0.7046
1434,cross,14,1065,16,1065,0.1543,1.4229,0.1476,12,0.0747,1.0,0.0,0.0,0.6657
1435,cross,14,65,16,1065,0.409,1.9767,0.409,0,0.0802,1.0,0.0,0.0,0.7046
1436,cross,14,1065,16,1065,0.1543,1.4229,0.1476,12,0.0747,1.0,0.0,0.0,0.6657
1437,cross,14,1065,16,65,0.1551,1.4212,0.1488,12,0.0812,1.0,0.0,0.0,0.6285
1438,cross,14,1065,16,2065,0.155,1.4215,0.1497,12,0.0799,1.0,0.0,0.0,0.828
1439,cross,14,65,16,2065,0.4123,1.978,0.4123,0,0.0846,1.0,0.0,0.0,0.7199
1440,cross,14,1065,16,65,0.1551,1.4212,0.1488,12,0.0812,1.0,0.0,0.0,0.6285
1441,cross,14,1065,53,65,0.1608,1.4077,0.1481,12,0.1269,1.0,0.0,0.0,0.8452
1442,cross,14,1065,53,65,0.1608,1.4077,0.1481,12,0.1269,1.0,0.0,0.0,0.8452
1443,cross,14,1065,53,2065,0.1563,1.4187,0.1491,12,0.0905,1.0,0.0,0.0,0.6169
1444,cross,14,65,53,1065,0.431,1.9835,0.431,0,0.1091,1.0,0.0,0.0,0.8016
1445,cross,14,1065,53,2065,0.1563,1.4187,0.1491,12,0.0905,1.0,0.0,0.0,0.6169
1446,cross,14,65,53,1065,0.431,1.9835,0.431,0,0.1091,1.0,0.0,0.0,0.8016
1447,cross,14,1065,53,1065,0.1585,1.4136,0.1524,12,0.1079,1.0,0.0,0.0,0.8247
1448,cross,14,65,53,65,0.4453,1.986,0.4206,2,0.1276,1.0,0.0,0.0,0.8005
1449,cross,14,65,53,2065,0.4187,1.9801,0.4187,0,0.093,1.0,0.0,0.0,0.5557
1450,cross,14,65,53,2065,0.4187,1.9801,0.4187,0,0.093,1.0,0.0,0.0,0.5557
1451,cross,14,1065,53,2065,0.1563,1.4187,0.1491,12,0.0905,1.0,0.0,0.0,0.6169
1452,within,96,17065,96,42065,0.9649,1.0001,0.9648,0,0.1667,1.0,0.0,0.5,1.0
1453,within,96,14065,96,50065,0.383,1.4154,0.383,0,0.1667,1.0,0.0,0.0,1.0
1454,within,96,7065,96,40065,0.6671,1.0001,0.6671,3,0.0,1.0,0.0,1.0,1.0
1455,within,96,17065,96,53065,0.9635,1.0001,0.9635,0,0.0,1.0,0.0,0.0,1.0
1456,within,96,6065,96,16065,0.4474,1.0003,0.4474,0,0.1667,1.0,0.0,0.0,1.0
1457,within,96,39065,96,55065,1.1141,1.7995,1.0,0,0.1667,1.0,0.0,0.0,1.0
1458,within,96,3065,96,49065,0.4329,1.0006,0.4329,0,0.0,1.0,0.0,0.0,1.0
1459,within,96,26065,96,38065,0.5221,1.0001,0.5221,0,0.1549,1.0,0.0,0.2222,1.0
1460,within,96,10065,96,44065,0.7701,1.6884,0.7462,0,0.1959,1.0,0.0,0.3333,1.0
1461,within,96,23065,96,29065,0.7904,1.0,0.7904,0,0.0,1.0,0.0,0.0,1.0
1462,within,96,5065,96,16065,0.8764,1.0001,0.8764,0,0.0,1.0,0.0,1.0,1.0
1463,within,96,2065,96,11065,0.9014,1.0001,0.9014,0,0.1667,1.0,0.0,0.0,1.0
1464,within,96,10065,96,35065,0.7329,1.6123,0.7329,0,0.0,1.0,0.0,0.0,1.0
1465,within,96,6065,96,40065,0.4466,1.0003,0.4466,0,0.1667,1.0,0.0,0.1429,1.0
1466,within,96,36065,96,57065,1.0,1.2133,1.0,0,0.0,1.0,0.0,1.0,1.0
1467,within,96,18065,96,47065,0.3971,1.0001,0.3971,0,0.1667,1.0,0.0,0.0,1.0
1468,within,96,11065,96,47065,0.6096,1.0001,0.6096,0,0.1667,1.0,0.0,0.0,1.0
1469,within,96,14065,96,56065,0.3636,1.3599,0.3636,0,0.0,1.0,0.0,0.0,1.0
1470,within,96,37065,96,48065,0.8405,1.0,0.8405,0,0.0,1.0,0.0,1.0,1.0
1471,within,96,11065,96,29065,0.61,1.0001,0.6099,0,0.0,1.0,0.0,0.0,1.0
1472,within,96,10065,96,54065,0.7329,1.6123,0.7329,0,0.0,1.0,0.0,0.0,1.0
1473,within,96,29065,96,54065,0.8906,1.0001,0.8906,0,0.1667,1.0,0.0,0.3333,1.0
1474,within,96,31065,96,56065,0.8,1.0,0.8,0,0.0,1.0,0.0,1.0,1.0
1475,within,96,12065,96,23065,0.8413,1.0001,0.8413,0,0.0,1.0,0.0,1.0,1.0
1476,within,96,23065,96,38065,0.79,1.0,0.7899,0,0.1667,1.0,0.0,0.0,1.0
1477,within,96,16065,96,53065,0.8847,1.0,0.8847,0,0.0,1.0,0.0,1.0,1.0
1478,within,96,19065,96,50065,0.8635,1.0001,0.8635,0,0.1515,1.0,0.0,0.0833,1.0
1479,within,96,17065,96,45065,0.9635,1.0001,0.9628,0,0.0,1.0,0.0,0.0,1.0
1480,within,96,6065,96,46065,0.4466,1.0003,0.4466,0,0.1667,1.0,0.0,0.1429,1.0
1481,within,96,20065,96,45065,0.494,1.0,0.4486,0,0.0,1.0,0.0,0.0,1.0
1482,within,96,7065,96,49065,0.4258,1.0001,0.4258,3,0.0,1.0,0.0,0.0,1.0
1483,within,96,65,96,51065,1.0,1.5249,1.0,0,0.0,1.0,0.0,1.0,1.0
1484,within,96,11065,96,54065,0.61,1.0001,0.61,0,0.0,1.0,0.0,0.0,1.0
1485,within,96,10065,96,45065,0.7329,1.6123,0.7029,0,0.0,1.0,0.0,0.0,1.0
1486,within,96,13065,96,27065,1.0,1.575,1.0,0,0.0,1.0,0.0,1.0,1.0
1487,within,96,6065,96,33065,0.4466,1.0003,0.4466,0,0.1667,1.0,0.0,0.1429,1.0
1488,within,96,21065,96,55065,0.8708,1.0001,0.8708,0,0.0,1.0,0.0,1.0,1.0
1489,within,96,7065,96,15065,0.6671,1.0001,0.6671,3,0.0,1.0,0.0,1.0,1.0
1490,within,96,36065,96,41065,1.0,1.163,1.0,0,0.0,1.0,0.0,0.0,1.0
1491,within,96,20065,96,44065,0.6988,1.0,0.6988,0,0.1959,1.0,0.0,0.3333,1.0
1492,within,96,24065,96,52065,0.7485,1.0,0.7485,0,0.1667,1.0,0.0,0.0,1.0
1493,within,96,6065,96,32065,0.4464,1.0003,0.4464,0,0.1515,1.0,0.0,0.1818,1.0
1494,within,96,12065,96,44065,0.6908,1.0001,0.6908,0,0.1959,1.0,0.0,0.3333,1.0
1495,within,96,1065,96,39065,0.5503,1.5096,0.5267,0,0.1667,1.0,0.0,1.0,1.0
1496,within,96,27065,96,49065,0.5204,1.0,0.5204,0,0.0,1.0,0.0,0.0,1.0
1497,within,96,65,96,13065,1.0,1.566,1.0,0,0.0,1.0,0.0,0.0,1.0
1498,within,96,41065,96,54065,0.8856,1.0001,0.8856,0,0.0,1.0,0.0,1.0,1.0
1499,within,96,41065,96,55065,0.8856,1.0001,0.8856,0,0.0,1.0,0.0,1.0,1.0
1500,within,96,8065,96,43065,0.9049,1.0001,0.9049,0,0.0,1.0,0.0,0.0,1.0
1501,within,96,21065,96,35065,0.8708,1.0001,0.8708,0,0.0,1.0,0.0,1.0,1.0
1502,within,100,2065,100,19065,0.5668,1.0979,0.4161,0,0.2996,1.0,0.6199,0.0128,0.9005
1503,within,100,3065,100,8065,0.816,1.1301,0.638,0,0.3458,1.0,0.6202,0.0,1.0
1504,within,100,65,100,12065,0.0733,1.6369,0.0733,18,0.2203,1.0,0.1851,0.0225,0.7951
1505,within,100,6065,100,20065,0.9256,1.1493,0.8916,0,0.2947,1.0,0.5566,0.0685,0.9573
1506,within,100,2065,100,7065,0.6919,1.1005,0.5411,3,0.3459,1.0,0.6183,0.0059,1.0
1507,within,100,10065,100,15065,0.8484,1.0033,0.4251,0,0.4804,1.0,0.7001,0.0741,1.0
1508,within,100,10065,100,20065,0.9751,1.0012,0.9726,0,0.2749,1.0,0.5522,0.069,0.9573
1509,within,100,7065,100,12065,0.7181,1.0052,0.7029,0,0.4138,1.0,0.8046,0.0621,1.0
1510,within,100,1065,100,13065,0.6216,1.1749,0.6145,0,0.4333,1.0,0.5596,0.0112,0.932
1511,within,100,6065,100,12065,0.7,1.7096,0.6567,0,0.4107,1.0,0.8087,0.0675,1.0
1512,within,100,9065,100,16065,0.914,1.0024,0.914,0,0.3053,1.0,0.625,0.0764,0.9246
1513,within,100,3065,100,13065,0.9265,1.192,0.4933,0,0.4535,1.0,0.6095,0.0119,0.9926
1514,within,100,1065,100,6065,0.5472,1.1801,0.5472,0,0.4824,1.0,0.5576,0.0,0.9246
1515,within,100,2065,100,15065,0.8943,1.1251,0.4619,0,0.4332,1.0,0.6129,0.0117,1.0
1516,within,100,4065,100,14065,1.0,1.2029,1.0,0,0.4669,1.0,0.77,0.0755,1.0
1517,within,100,4065,100,12065,1.0,1.1923,1.0,0,0.3901,1.0,0.8116,0.0745,1.0
1518,within,100,2065,100,14065,0.7951,1.1179,0.4475,0,0.3937,1.0,0.616,0.0119,1.0
1519,within,100,2065,100,17065,0.8505,1.1235,0.4468,0,0.4176,1.0,0.624,0.0118,0.9805
1520,within,100,1065,100,15065,0.6237,1.1694,0.5259,0,0.4053,1.0,0.56,0.0111,0.9246
1521,within,100,3065,100,10065,0.7435,1.1371,0.4552,0,0.3298,1.0,0.6274,0.0118,1.0
1522,within,100,3065,100,18065,0.744,1.1409,0.6469,0,0.3314,1.0,0.6458,0.0119,1.0
1523,within,100,2065,100,12065,0.6574,1.1089,0.5862,0,0.3444,1.0,0.6416,0.0118,1.0
1524,within,100,11065,100,17065,0.9641,1.017,0.9641,0,0.5276,1.0,0.6952,0.0755,0.9805
1525,within,100,65,100,17065,0.0732,1.6206,0.0732,18,0.2076,1.0,0.1719,0.0227,0.7938
1526,within,100,2065,100,8065,0.7112,1.0945,0.5617,2,0.3478,1.0,0.6183,0.0,1.0
1527,within,100,10065,100,17065,0.8608,1.0036,0.4543,0,0.4685,1.0,0.7111,0.075,0.9805
1528,within,100,14065,100,19065,0.8884,1.1929,0.8068,0,0.3971,1.0,0.6564,0.0816,0.9005
1529,within,100,11065,100,18065,0.9312,1.0197,0.7958,0,0.4726,1.0,0.7183,0.0755,1.0
1530,within,100,8065,100,17065,0.9108,1.0012,0.4951,0,0.4777,1.0,0.7105,0.0621,0.9805
1531,within,100,6065,100,17065,0.8523,1.3709,0.8322,0,0.4772,1.0,0.7117,0.0679,0.9805
1532,within,100,1065,100,10065,0.5314,1.1547,0.4818,0,0.3026,1.0,0.5793,0.0112,0.9246
1533,within,100,12065,100,17065,0.5448,1.3489,0.4986,0,0.4686,1.0,0.7239,0.0736,0.9805
1534,within,100,65,100,11065,0.0732,1.6219,0.0732,18,0.208,1.0,0.173,0.023,0.7951
1535,within,100,65,100,15065,0.0738,1.6131,0.0738,18,0.2087,1.0,0.1652,0.0222,0.7951
1536,within,100,3065,100,15065,0.9244,1.1869,0.5217,0,0.4396,1.0,0.6157,0.0118,1.0
1537,within,100,65,100,10065,0.072,1.6296,0.072,18,0.1988,1.0,0.1807,0.0225,0.7951
1538,within,100,2065,100,20065,0.6347,1.0842,0.4403,0,0.3023,1.0,0.5801,0.0,0.9573
1539,within,100,4065,100,16065,1.0,1.1416,0.4478,0,0.3031,1.0,0.6299,0.0759,0.9246
1540,within,100,10065,100,18065,0.9645,1.0041,0.8888,0,0.3649,1.0,0.7356,0.075,1.0
1541,within,100,1065,100,7065,0.5369,1.1536,0.5369,0,0.3176,1.0,0.5721,0.0056,0.9246
1542,within,100,65,100,6065,0.0755,1.605,0.0755,18,0.2284,1.0,0.1609,0.0,0.7951
1543,within,100,5065,100,16065,0.7517,1.0009,0.543,0,0.3275,1.0,0.6364,0.0633,0.9246
1544,within,100,11065,100,20065,0.9781,1.0074,0.8467,0,0.3807,1.0,0.5463,0.0694,0.9573
1545,within,100,8065,100,13065,0.6538,1.0022,0.6538,0,0.602,1.0,0.8015,0.0621,0.9926
1546,within,100,5065,100,14065,0.8557,1.0024,0.6195,0,0.4818,1.0,0.7678,0.0629,1.0
1547,within,100,12065,100,20065,0.6536,1.0748,0.6536,0,0.2922,1.0,0.5663,0.0676,0.9573
1548,within,100,7065,100,14065,0.895,1.0056,0.7368,0,0.4836,1.0,0.7655,0.0629,1.0
1549,within,100,7065,100,18065,0.7394,1.0025,0.7394,0,0.3838,1.0,0.731,0.0625,1.0
1550,within,100,65,100,13065,0.0742,1.6131,0.0742,18,0.2141,1.0,0.1647,0.0227,0.7877
1551,within,100,8065,100,20065,0.7849,1.0004,0.6529,0,0.295,1.0,0.5611,0.0694,0.9573
1552,within,31,1065,31,6065,1.0,2.0862,1.0,0,0.3263,1.0,0.5063,0.0882,0.6242
1553,within,31,65,31,7065,1.0,2.4347,1.0,1,0.3535,1.0,0.4826,0.1343,0.6306
1554,within,31,3065,31,8065,1.0,2.2379,1.0,0,0.3504,1.0,0.487,0.2,0.777
1555,within,31,1065,31,7065,1.0,2.1359,1.0,0,0.3329,1.0,0.4802,0.1184,0.622
1556,within,31,65,31,8065,1.0,2.4469,1.0,1,0.3377,1.0,0.4468,0.1569,0.8663
1557,within,31,65,31,5065,1.0,2.3719,1.0,1,0.2933,1.0,0.3968,0.1842,0.9022
1558,within,31,2065,31,8065,1.0,2.5687,1.0,0,0.3787,1.0,0.4198,0.1944,0.8377
1559,within,31,2065,31,7065,1.0,2.4711,1.0,0,0.3649,1.0,0.4512,0.1538,0.6363
1560,within,31,1065,31,8065,1.0,2.2129,1.0,0,0.3642,1.0,0.4443,0.1525,0.8804
1561,within,31,65,31,6065,1.0,2.2527,1.0,1,0.3122,1.0,0.5078,0.0851,0.6427
1562,within,77,65,77,5065,0.4378,2.4481,0.4378,0,0.2182,1.0,0.0954,0.1815,0.7783
1563,within,77,65,77,6065,0.4132,2.3594,0.3983,0,0.2155,1.0,0.0735,0.1329,0.8905
1564,within,77,2065,77,7065,0.4252,1.2488,0.4247,0,0.2408,1.0,0.016,0.0408,0.7936
1565,within,77,1065,77,7065,1.0,2.1421,1.0,0,0.1948,1.0,0.5288,0.2022,0.588
1566,within,77,1065,77,6065,1.0,2.0991,1.0,0,0.2128,1.0,0.5269,0.176,0.5977
1567,within,77,65,77,7065,0.4679,2.309,0.457,0,0.2209,1.0,0.099,0.2824,0.8125
1568,within,178,65,178,5065,1.0,2.7245,1.0,0,0.1255,1.0,0.8601,0.0798,0.8368
1569,control,96,40065,96,40077,1.0,1.0,1.0,0,0.5,1.0,1.0,1.0,1.0
1570,control,96,58065,96,58077,1.6245,1.0614,1.0,0,1.0,1.0,0.9991,0.1111,1.0
1571,control,96,39065,96,39077,1.0,1.1133,1.0,0,1.0,1.0,0.9994,0.3333,1.0
1572,control,96,29065,96,29077,1.0,1.6476,1.0,0,1.0,1.0,0.9994,0.3333,1.0
1573,control,96,35065,96,35077,1.0,1.0,1.0,0,0.5,1.0,1.0,1.0,1.0
1574,control,96,16065,96,16077,1.0,1.0152,1.0,0,1.0,1.0,0.9994,0.3333,1.0
1575,control,96,31065,96,31077,1.0,1.0,1.0,0,0.5,1.0,1.0,1.0,1.0
1576,control,96,53065,96,53077,1.0,1.0,1.0,0,0.5,1.0,1.0,1.0,1.0
1577,control,96,6065,96,6077,1.0,1.138,1.0,0,1.0,1.0,0.9994,0.1429,1.0
1578,control,96,41065,96,41077,1.0,1.0144,1.0,0,0.5,1.0,1.0,1.0,1.0
