id,arm,cluster_a,start_a,cluster_b,start_b,lam,stratum,R_at_onset,DCI_at_onset,minR_onset_p2,esc_windows
595,cross,56,1065,31,8065,0.05,cross/aligned/l0.05,1.0,1.6252,1.0,0
596,cross,56,1065,31,8065,0.1,cross/aligned/l0.1,0.847,1.1392,0.847,0
597,cross,56,1065,31,8065,0.2,cross/aligned/l0.2,0.7611,1.0289,0.7611,0
598,cross,56,1065,31,8065,0.4,cross/aligned/l0.4,0.744,1.004,0.744,0
599,cross,56,1065,31,8065,1.0,cross/aligned/l1,0.7357,1.0001,0.7357,0
600,cross,178,5065,14,1065,0.05,cross/aligned/l0.05,0.926,2.1064,0.926,0
601,cross,178,5065,14,1065,0.1,cross/aligned/l0.1,0.9171,2.1105,0.9171,0
602,cross,178,5065,14,1065,0.2,cross/aligned/l0.2,0.9063,2.11,0.8958,0
603,cross,178,5065,14,1065,0.4,cross/aligned/l0.4,0.8803,2.1111,0.8803,0
604,cross,178,5065,14,1065,1.0,cross/aligned/l1,0.6197,2.1205,0.6197,0
605,cross,100,13065,96,51065,0.05,cross/aligned/l0.05,1.0,2.0363,1.0,0
606,cross,100,13065,96,51065,0.1,cross/aligned/l0.1,0.8035,1.2733,0.7907,0
607,cross,100,13065,96,51065,0.2,cross/aligned/l0.2,0.762,1.0774,0.7597,0
608,cross,100,13065,96,51065,0.4,cross/aligned/l0.4,0.7508,1.0336,0.7508,0
609,cross,100,13065,96,51065,1.0,cross/aligned/l1,0.689,1.0152,0.689,0
610,cross,53,1065,11,3065,0.05,cross/aligned/l0.05,1.0,1.3814,1.0,0
611,cross,53,1065,11,3065,0.1,cross/aligned/l0.1,1.0,1.3754,1.0,0
612,cross,53,1065,11,3065,0.2,cross/aligned/l0.2,1.0,1.3832,1.0,0
613,cross,53,1065,11,3065,0.4,cross/aligned/l0.4,1.0,1.6202,1.0,0
614,cross,53,1065,11,3065,1.0,cross/aligned/l1,0.5981,1.6631,0.5952,0
615,cross,96,27065,53,65,0.05,cross/aligned/l0.05,0.0016,1.0044,0.0003,12
616,cross,96,27065,53,65,0.1,cross/aligned/l0.1,0.0086,1.0012,0.0012,12
617,cross,96,27065,53,65,0.2,cross/aligned/l0.2,0.0342,1.0002,0.0056,12
618,cross,96,27065,53,65,0.4,cross/aligned/l0.4,0.1832,1.0,0.0374,12
619,cross,96,27065,53,65,1.0,cross/aligned/l1,0.7552,1.0,0.4016,9
620,cross,16,2065,33,3065,0.05,cross/aligned/l0.05,1.0,1.7417,1.0,0
621,cross,16,2065,33,3065,0.1,cross/aligned/l0.1,0.9509,1.1813,0.9416,0
622,cross,16,2065,33,3065,0.2,cross/aligned/l0.2,0.8848,1.0335,0.8848,0
623,cross,16,2065,33,3065,0.4,cross/aligned/l0.4,0.8719,1.0034,0.8719,0
624,cross,16,2065,33,3065,1.0,cross/aligned/l1,0.8711,1.0002,0.8711,0
625,cross,33,3065,96,33065,0.05,cross/aligned/l0.05,1.0,2.1983,1.0,0
626,cross,33,3065,96,33065,0.1,cross/aligned/l0.1,1.0,2.1988,1.0,0
627,cross,33,3065,96,33065,0.2,cross/aligned/l0.2,1.0,2.2103,1.0,0
628,cross,33,3065,96,33065,0.4,cross/aligned/l0.4,1.0,2.2637,1.0,0
629,cross,33,3065,96,33065,1.0,cross/aligned/l1,1.0,2.2627,1.0,0
630,cross,3,1065,14,1065,0.05,cross/aligned/l0.05,0.9256,1.0,0.7799,0
631,cross,3,1065,14,1065,0.1,cross/aligned/l0.1,0.9314,1.0,0.7301,0
632,cross,3,1065,14,1065,0.2,cross/aligned/l0.2,0.9,1.0,0.7003,0
633,cross,3,1065,14,1065,0.4,cross/aligned/l0.4,0.876,1.0,0.6664,0
634,cross,3,1065,14,1065,1.0,cross/aligned/l1,0.7522,1.0,0.6265,0
635,cross,14,65,77,3065,0.05,cross/aligned/l0.05,1.0,1.0149,1.0,0
636,cross,14,65,77,3065,0.1,cross/aligned/l0.1,1.0,1.0143,1.0,0
637,cross,14,65,77,3065,0.2,cross/aligned/l0.2,1.0,1.0186,1.0,0
638,cross,14,65,77,3065,0.4,cross/aligned/l0.4,1.0,1.0418,1.0,0
639,cross,14,65,77,3065,1.0,cross/aligned/l1,0.4816,1.9862,0.3892,4
640,cross,96,1065,56,65,0.05,cross/aligned/l0.05,0.9112,1.13,0.9112,0
641,cross,96,1065,56,65,0.1,cross/aligned/l0.1,0.9057,1.1554,0.9057,0
642,cross,96,1065,56,65,0.2,cross/aligned/l0.2,0.8494,1.2768,0.8494,0
643,cross,96,1065,56,65,0.4,cross/aligned/l0.4,0.6268,1.8257,0.6268,0
644,cross,96,1065,56,65,1.0,cross/aligned/l1,0.5864,1.5611,0.5257,0
645,cross,53,1065,56,2065,0.05,cross/aligned/l0.05,1.0,1.368,1.0,0
646,cross,53,1065,56,2065,0.1,cross/aligned/l0.1,1.0,1.3693,1.0,0
647,cross,53,1065,56,2065,0.2,cross/aligned/l0.2,1.0,1.4914,1.0,0
648,cross,53,1065,56,2065,0.4,cross/aligned/l0.4,0.3783,2.0466,0.3783,0
649,cross,53,1065,56,2065,1.0,cross/aligned/l1,0.755,1.7092,0.5876,2
650,cross,77,1065,33,4065,0.05,cross/aligned/l0.05,1.0,1.8036,1.0,0
651,cross,77,1065,33,4065,0.1,cross/aligned/l0.1,1.0,1.9636,1.0,0
652,cross,77,1065,33,4065,0.2,cross/aligned/l0.2,1.0,2.0441,1.0,0
653,cross,77,1065,33,4065,0.4,cross/aligned/l0.4,1.0,1.8661,1.0,0
654,cross,77,1065,33,4065,1.0,cross/aligned/l1,1.0,1.4583,0.4118,2
655,cross,178,2065,33,2065,0.05,cross/aligned/l0.05,1.0,1.8339,1.0,0
656,cross,178,2065,33,2065,0.1,cross/aligned/l0.1,1.0,1.8318,1.0,0
657,cross,178,2065,33,2065,0.2,cross/aligned/l0.2,1.0,1.8142,1.0,0
658,cross,178,2065,33,2065,0.4,cross/aligned/l0.4,1.0,1.8234,1.0,0
659,cross,178,2065,33,2065,1.0,cross/aligned/l1,1.0,2.1617,0.6482,0
660,cross,16,2065,53,2065,0.05,cross/aligned/l0.05,1.0,1.652,1.0,0
661,cross,16,2065,53,2065,0.1,cross/aligned/l0.1,0.9379,1.1396,0.9379,0
662,cross,16,2065,53,2065,0.2,cross/aligned/l0.2,0.876,1.0168,0.876,0
663,cross,16,2065,53,2065,0.4,cross/aligned/l0.4,0.8699,1.0024,0.8699,0
664,cross,16,2065,53,2065,1.0,cross/aligned/l1,0.8728,1.0002,0.8728,0
665,cross,100,9065,96,2065,0.05,cross/aligned/l0.05,0.8794,1.0206,0.8772,0
666,cross,100,9065,96,2065,0.1,cross/aligned/l0.1,0.8633,1.0038,0.8629,0
667,cross,100,9065,96,2065,0.2,cross/aligned/l0.2,0.8645,1.001,0.8641,0
668,cross,100,9065,96,2065,0.4,cross/aligned/l0.4,0.8576,1.0005,0.8566,0
669,cross,100,9065,96,2065,1.0,cross/aligned/l1,0.8576,1.0003,0.8415,0
670,cross,77,65,56,1065,0.05,cross/aligned/l0.05,1.0,1.8441,1.0,0
671,cross,77,65,56,1065,0.1,cross/aligned/l0.1,1.0,1.9069,1.0,0
672,cross,77,65,56,1065,0.2,cross/aligned/l0.2,1.0,2.193,1.0,0
673,cross,77,65,56,1065,0.4,cross/aligned/l0.4,1.0,2.5265,1.0,0
674,cross,77,65,56,1065,1.0,cross/aligned/l1,0.3843,1.8143,0.3322,10
675,cross,53,65,96,32065,0.05,cross/aligned/l0.05,1.0,1.5499,1.0,0
676,cross,53,65,96,32065,0.1,cross/aligned/l0.1,1.0,1.5852,1.0,0
677,cross,53,65,96,32065,0.2,cross/aligned/l0.2,1.0,1.7259,1.0,0
678,cross,53,65,96,32065,0.4,cross/aligned/l0.4,0.5397,1.9293,0.4824,0
679,cross,53,65,96,32065,1.0,cross/aligned/l1,0.7344,1.3962,0.5282,0
680,cross,56,65,100,7065,0.05,cross/aligned/l0.05,1.0,1.6154,1.0,0
681,cross,56,65,100,7065,0.1,cross/aligned/l0.1,1.0,2.0168,1.0,0
682,cross,56,65,100,7065,0.2,cross/aligned/l0.2,0.8684,1.2801,0.7673,0
683,cross,56,65,100,7065,0.4,cross/aligned/l0.4,0.7636,1.0337,0.7552,0
684,cross,56,65,100,7065,1.0,cross/aligned/l1,0.7673,1.0003,0.7673,0
685,cross,56,2065,16,65,0.05,cross/aligned/l0.05,0.7979,1.0046,0.7979,0
686,cross,56,2065,16,65,0.1,cross/aligned/l0.1,0.7979,1.0042,0.7979,0
687,cross,56,2065,16,65,0.2,cross/aligned/l0.2,0.7975,1.0032,0.7975,0
688,cross,56,2065,16,65,0.4,cross/aligned/l0.4,0.7965,1.0017,0.7965,0
689,cross,56,2065,16,65,1.0,cross/aligned/l1,0.7972,1.0008,0.7972,0
690,cross,96,24065,100,15065,0.05,cross/aligned/l0.05,0.7483,1.0,0.7483,0
691,cross,96,24065,100,15065,0.1,cross/aligned/l0.1,0.7484,1.0,0.7481,0
692,cross,96,24065,100,15065,0.2,cross/aligned/l0.2,0.7484,1.0,0.7481,0
693,cross,96,24065,100,15065,0.4,cross/aligned/l0.4,0.7484,1.0,0.7482,0
694,cross,96,24065,100,15065,1.0,cross/aligned/l1,0.7482,1.0,0.7482,0
695,cross,11,1065,178,1065,0.05,cross/aligned/l0.05,1.0,2.736,1.0,0
696,cross,11,1065,178,1065,0.1,cross/aligned/l0.1,1.0,2.6149,1.0,0
697,cross,11,1065,178,1065,0.2,cross/aligned/l0.2,1.0038,1.3221,1.0038,0
698,cross,11,1065,178,1065,0.4,cross/aligned/l0.4,0.9596,1.0604,0.9573,0
699,cross,11,1065,178,1065,1.0,cross/aligned/l1,0.9437,1.0162,0.9437,0
700,cross,96,44065,14,1065,0.05,cross/aligned/l0.05,0.7887,1.3333,0.6356,0
701,cross,96,44065,14,1065,0.1,cross/aligned/l0.1,0.9129,1.0553,0.8598,0
702,cross,96,44065,14,1065,0.2,cross/aligned/l0.2,0.9154,1.0145,0.9031,0
703,cross,96,44065,14,1065,0.4,cross/aligned/l0.4,0.9097,1.0024,0.9091,0
704,cross,96,44065,14,1065,1.0,cross/aligned/l1,0.9042,1.0001,0.9041,0
705,cross,3,65,100,14065,0.05,cross/aligned/l0.05,0.8993,1.0,0.828,0
706,cross,3,65,100,14065,0.1,cross/aligned/l0.1,0.8836,1.0,0.8612,0
707,cross,3,65,100,14065,0.2,cross/aligned/l0.2,0.8736,1.0,0.8736,0
708,cross,3,65,100,14065,0.4,cross/aligned/l0.4,0.867,1.0,0.867,0
709,cross,3,65,100,14065,1.0,cross/aligned/l1,0.735,1.0,0.735,0
710,cross,3,1065,100,5065,0.05,cross/aligned/l0.05,0.9011,1.0,0.8611,0
711,cross,3,1065,100,5065,0.1,cross/aligned/l0.1,0.8844,1.0,0.8844,0
712,cross,3,1065,100,5065,0.2,cross/aligned/l0.2,0.8769,1.0,0.8769,0
713,cross,3,1065,100,5065,0.4,cross/aligned/l0.4,0.8708,1.0,0.8708,0
714,cross,3,1065,100,5065,1.0,cross/aligned/l1,0.7352,1.0,0.7352,0
715,cross,16,1065,100,8065,0.05,cross/aligned/l0.05,1.0,2.1083,1.0,0
716,cross,16,1065,100,8065,0.1,cross/aligned/l0.1,1.0,2.3289,0.4594,0
717,cross,16,1065,100,8065,0.2,cross/aligned/l0.2,0.9283,1.4377,0.6365,0
718,cross,16,1065,100,8065,0.4,cross/aligned/l0.4,0.8626,1.0501,0.8139,0
719,cross,16,1065,100,8065,1.0,cross/aligned/l1,0.8386,1.0005,0.8379,0
720,cross,53,1065,77,7065,0.05,cross/aligned/l0.05,1.0,1.38,1.0,0
721,cross,53,1065,77,7065,0.1,cross/aligned/l0.1,1.0,1.383,1.0,0
722,cross,53,1065,77,7065,0.2,cross/aligned/l0.2,1.0,1.3781,1.0,0
723,cross,53,1065,77,7065,0.4,cross/aligned/l0.4,1.0,1.3913,1.0,0
724,cross,53,1065,77,7065,1.0,cross/aligned/l1,0.6136,1.6691,0.2334,11
725,cross,53,1065,178,4065,0.05,cross/aligned/l0.05,1.0,1.3789,1.0,0
726,cross,53,1065,178,4065,0.1,cross/aligned/l0.1,1.0,1.3795,1.0,0
727,cross,53,1065,178,4065,0.2,cross/aligned/l0.2,1.0,1.3798,1.0,0
728,cross,53,1065,178,4065,0.4,cross/aligned/l0.4,1.0,1.6492,1.0,0
729,cross,53,1065,178,4065,1.0,cross/aligned/l1,0.5932,1.6611,0.5932,3
730,cross,14,65,96,46065,0.05,cross/aligned/l0.05,1.0,1.0167,1.0,0
731,cross,14,65,96,46065,0.1,cross/aligned/l0.1,1.0,1.0158,1.0,0
732,cross,14,65,96,46065,0.2,cross/aligned/l0.2,1.0,1.0516,1.0,0
733,cross,14,65,96,46065,0.4,cross/aligned/l0.4,1.0,1.3471,1.0,0
734,cross,14,65,96,46065,1.0,cross/aligned/l1,1.0,1.8681,0.3027,1
735,cross,56,65,100,15065,0.05,cross/aligned/l0.05,1.0,1.5255,1.0,0
736,cross,56,65,100,15065,0.1,cross/aligned/l0.1,1.0,2.0218,1.0,0
737,cross,56,65,100,15065,0.2,cross/aligned/l0.2,0.8402,1.2409,0.7476,0
738,cross,56,65,100,15065,0.4,cross/aligned/l0.4,0.7632,1.0358,0.733,0
739,cross,56,65,100,15065,1.0,cross/aligned/l1,0.7675,1.0003,0.7663,0
740,cross,96,57065,14,1065,0.05,cross/aligned/l0.05,0.8299,1.5855,0.8299,0
741,cross,96,57065,14,1065,0.1,cross/aligned/l0.1,0.7436,1.157,0.7436,0
742,cross,96,57065,14,1065,0.2,cross/aligned/l0.2,0.7169,1.0365,0.7169,0
743,cross,96,57065,14,1065,0.4,cross/aligned/l0.4,0.7017,1.0048,0.7017,0
744,cross,96,57065,14,1065,1.0,cross/aligned/l1,0.6951,1.0003,0.6951,0
745,cross,77,4065,31,4065,0.05,cross/aligned/l0.05,1.0,2.2326,1.0,0
746,cross,77,4065,31,4065,0.1,cross/aligned/l0.1,1.0,2.2226,1.0,0
747,cross,77,4065,31,4065,0.2,cross/aligned/l0.2,1.0,2.2328,1.0,0
748,cross,77,4065,31,4065,0.4,cross/aligned/l0.4,0.7806,2.133,0.7236,0
749,cross,77,4065,31,4065,1.0,cross/aligned/l1,0.8816,1.6404,0.5042,0
750,cross,77,4065,3,65,0.05,cross/aligned/l0.05,1.0,2.2354,1.0,0
751,cross,77,4065,3,65,0.1,cross/aligned/l0.1,1.0,2.2678,1.0,0
752,cross,77,4065,3,65,0.2,cross/aligned/l0.2,1.0,2.1927,0.6589,0
753,cross,77,4065,3,65,0.4,cross/aligned/l0.4,0.8393,1.9752,0.8393,0
754,cross,77,4065,3,65,1.0,cross/aligned/l1,0.7855,1.6872,0.4521,0
755,cross,56,1065,96,16065,0.05,cross/aligned/l0.05,0.8486,1.1473,0.8486,0
756,cross,56,1065,96,16065,0.1,cross/aligned/l0.1,0.7665,1.0306,0.7665,0
757,cross,56,1065,96,16065,0.2,cross/aligned/l0.2,0.7444,1.006,0.7444,0
758,cross,56,1065,96,16065,0.4,cross/aligned/l0.4,0.7371,1.001,0.7371,0
759,cross,56,1065,96,16065,1.0,cross/aligned/l1,0.7355,1.0001,0.7354,0
760,cross,96,52065,3,3065,0.05,cross/aligned/l0.05,0.9546,1.0542,0.9167,0
761,cross,96,52065,3,3065,0.1,cross/aligned/l0.1,0.8614,1.0125,0.8443,0
762,cross,96,52065,3,3065,0.2,cross/aligned/l0.2,0.8915,1.0025,0.89,0
763,cross,96,52065,3,3065,0.4,cross/aligned/l0.4,0.875,1.0004,0.8745,0
764,cross,96,52065,3,3065,1.0,cross/aligned/l1,0.8811,1.0,0.881,0
765,cross,178,4065,3,2065,0.05,cross/aligned/l0.05,1.0,1.6421,1.0,0
766,cross,178,4065,3,2065,0.1,cross/aligned/l0.1,1.0,1.6806,1.0,0
767,cross,178,4065,3,2065,0.2,cross/aligned/l0.2,1.0,1.7107,1.0,0
768,cross,178,4065,3,2065,0.4,cross/aligned/l0.4,1.0,1.7803,1.0,0
769,cross,178,4065,3,2065,1.0,cross/aligned/l1,0.7884,1.5686,0.3965,0
770,cross,77,5065,56,1065,0.05,cross/aligned/l0.05,1.0,2.6442,1.0,0
771,cross,77,5065,56,1065,0.1,cross/aligned/l0.1,1.0,2.7008,1.0,0
772,cross,77,5065,56,1065,0.2,cross/aligned/l0.2,1.0,2.5449,1.0,0
773,cross,77,5065,56,1065,0.4,cross/aligned/l0.4,1.0,2.1401,1.0,0
774,cross,77,5065,56,1065,1.0,cross/aligned/l1,1.0,1.6878,0.6101,0
775,cross,3,3065,31,3065,0.05,cross/aligned/l0.05,0.9464,1.0,0.9037,0
776,cross,3,3065,31,3065,0.1,cross/aligned/l0.1,0.9464,1.0,0.8671,0
777,cross,3,3065,31,3065,0.2,cross/aligned/l0.2,0.9282,1.0,0.8751,0
778,cross,3,3065,31,3065,0.4,cross/aligned/l0.4,0.9119,1.0,0.8513,0
779,cross,3,3065,31,3065,1.0,cross/aligned/l1,0.7101,1.0,0.7101,0
780,cross,16,2065,3,1065,0.05,cross/aligned/l0.05,1.0613,1.3454,1.0613,0
781,cross,16,2065,3,1065,0.1,cross/aligned/l0.1,0.89,1.0568,0.89,0
782,cross,16,2065,3,1065,0.2,cross/aligned/l0.2,0.8681,1.0076,0.868,0
783,cross,16,2065,3,1065,0.4,cross/aligned/l0.4,0.8651,1.0012,0.8651,0
784,cross,16,2065,3,1065,1.0,cross/aligned/l1,0.8608,1.0002,0.8531,0
785,cross,178,5065,16,65,0.05,cross/aligned/l0.05,0.931,2.0996,0.931,0
786,cross,178,5065,16,65,0.1,cross/aligned/l0.1,0.9328,2.0972,0.9328,0
787,cross,178,5065,16,65,0.2,cross/aligned/l0.2,0.8968,2.1466,0.8968,0
788,cross,178,5065,16,65,0.4,cross/aligned/l0.4,0.8683,2.1308,0.8078,0
789,cross,178,5065,16,65,1.0,cross/aligned/l1,0.6298,2.0979,0.5883,0
790,cross,53,2065,77,6065,0.05,cross/aligned/l0.05,1.0,2.3536,1.0,0
791,cross,53,2065,77,6065,0.1,cross/aligned/l0.1,1.0,2.331,1.0,0
792,cross,53,2065,77,6065,0.2,cross/aligned/l0.2,1.0,2.3589,1.0,0
793,cross,53,2065,77,6065,0.4,cross/aligned/l0.4,1.0,2.3586,1.0,0
794,cross,53,2065,77,6065,1.0,cross/aligned/l1,0.9912,1.1354,0.5677,4
795,cross,53,2065,100,13065,0.05,cross/aligned/l0.05,1.0,2.3422,1.0,0
796,cross,53,2065,100,13065,0.1,cross/aligned/l0.1,1.0,2.3544,1.0,0
797,cross,53,2065,100,13065,0.2,cross/aligned/l0.2,1.0,2.3061,0.3077,1
798,cross,53,2065,100,13065,0.4,cross/aligned/l0.4,1.0,2.147,0.3468,1
799,cross,53,2065,100,13065,1.0,cross/aligned/l1,1.0504,1.1347,0.2773,11
800,cross,11,2065,31,3065,0.05,cross/aligned/l0.05,1.0,1.9914,1.0,0
801,cross,11,2065,31,3065,0.1,cross/aligned/l0.1,1.0,2.2322,1.0,0
802,cross,11,2065,31,3065,0.2,cross/aligned/l0.2,1.0006,1.792,1.0006,0
803,cross,11,2065,31,3065,0.4,cross/aligned/l0.4,0.8464,1.1129,0.8461,0
804,cross,11,2065,31,3065,1.0,cross/aligned/l1,0.7765,1.0243,0.7176,0
805,cross,77,2065,14,65,0.05,cross/aligned/l0.05,0.4651,1.0163,0.4574,0
806,cross,77,2065,14,65,0.1,cross/aligned/l0.1,0.463,1.0171,0.4477,0
807,cross,77,2065,14,65,0.2,cross/aligned/l0.2,0.4566,1.0227,0.4372,0
808,cross,77,2065,14,65,0.4,cross/aligned/l0.4,0.4475,1.0521,0.4301,0
809,cross,77,2065,14,65,1.0,cross/aligned/l1,0.4347,1.299,0.4347,0
810,cross,178,4065,100,19065,0.05,cross/aligned/l0.05,1.0,1.645,1.0,0
811,cross,178,4065,100,19065,0.1,cross/aligned/l0.1,1.0,1.6388,1.0,0
812,cross,178,4065,100,19065,0.2,cross/aligned/l0.2,1.0,1.6528,1.0,0
813,cross,178,4065,100,19065,0.4,cross/aligned/l0.4,1.0,1.7542,1.0,0
814,cross,178,4065,100,19065,1.0,cross/aligned/l1,1.123,1.9819,1.0,0
815,cross,77,65,96,12065,0.05,cross/aligned/l0.05,1.0,1.8568,1.0,0
816,cross,77,65,96,12065,0.1,cross/aligned/l0.1,1.0,1.9123,1.0,0
817,cross,77,65,96,12065,0.2,cross/aligned/l0.2,1.0,2.2449,1.0,0
818,cross,77,65,96,12065,0.4,cross/aligned/l0.4,1.0,2.5155,1.0,0
819,cross,77,65,96,12065,1.0,cross/aligned/l1,0.3982,1.6973,0.3982,0
820,cross,178,2065,56,2065,0.05,cross/aligned/l0.05,1.0,1.8347,1.0,0
821,cross,178,2065,56,2065,0.1,cross/aligned/l0.1,1.0,1.8234,1.0,0
822,cross,178,2065,56,2065,0.2,cross/aligned/l0.2,1.0,1.8099,1.0,0
823,cross,178,2065,56,2065,0.4,cross/aligned/l0.4,1.0,1.8224,1.0,0
824,cross,178,2065,56,2065,1.0,cross/aligned/l1,1.0,2.0369,0.8222,0
825,cross,96,1065,11,2065,0.05,cross/aligned/l0.05,0.9141,1.1525,0.9141,0
826,cross,96,1065,11,2065,0.1,cross/aligned/l0.1,0.919,1.152,0.919,0
827,cross,96,1065,11,2065,0.2,cross/aligned/l0.2,0.9123,1.1657,0.9123,0
828,cross,96,1065,11,2065,0.4,cross/aligned/l0.4,0.8657,1.2561,0.8657,0
829,cross,96,1065,11,2065,1.0,cross/aligned/l1,0.6197,1.6116,0.4965,0
830,cross,31,4065,77,1065,0.05,cross/aligned/l0.05,1.0,2.2442,1.0,0
831,cross,31,4065,77,1065,0.1,cross/aligned/l0.1,1.0,2.2124,1.0,0
832,cross,31,4065,77,1065,0.2,cross/aligned/l0.2,1.0,2.1604,1.0,0
833,cross,31,4065,77,1065,0.4,cross/aligned/l0.4,1.0,2.1284,1.0,0
834,cross,31,4065,77,1065,1.0,cross/aligned/l1,1.0,1.4738,0.9141,0
835,cross,14,65,77,65,0.05,cross/aligned/l0.05,1.0,1.0163,1.0,0
836,cross,14,65,77,65,0.1,cross/aligned/l0.1,1.0,1.0138,1.0,0
837,cross,14,65,77,65,0.2,cross/aligned/l0.2,1.0,1.0297,1.0,0
838,cross,14,65,77,65,0.4,cross/aligned/l0.4,1.0,1.2129,1.0,0
839,cross,14,65,77,65,1.0,cross/aligned/l1,0.4213,1.9809,0.3853,4
840,cross,178,4065,53,2065,0.05,cross/aligned/l0.05,1.0,1.6513,1.0,0
841,cross,178,4065,53,2065,0.1,cross/aligned/l0.1,1.0,1.6743,1.0,0
842,cross,178,4065,53,2065,0.2,cross/aligned/l0.2,1.0,1.7229,1.0,0
843,cross,178,4065,53,2065,0.4,cross/aligned/l0.4,1.0,1.7807,1.0,0
844,cross,178,4065,53,2065,1.0,cross/aligned/l1,1.1054,1.9953,1.0,0
845,cross,11,65,33,3065,0.05,cross/aligned/l0.05,1.0,2.7694,1.0,0
846,cross,11,65,33,3065,0.1,cross/aligned/l0.1,1.0,2.7256,1.0,0
847,cross,11,65,33,3065,0.2,cross/aligned/l0.2,1.0,2.0803,1.0,0
848,cross,11,65,33,3065,0.4,cross/aligned/l0.4,1.0259,1.1941,0.9959,0
849,cross,11,65,33,3065,1.0,cross/aligned/l1,0.9775,1.0202,0.9584,0
850,cross,16,1065,53,2065,0.05,cross/aligned/l0.05,1.0,2.2982,1.0,0
851,cross,16,1065,53,2065,0.1,cross/aligned/l0.1,0.9243,1.3955,0.9131,0
852,cross,16,1065,53,2065,0.2,cross/aligned/l0.2,0.8633,1.0605,0.8631,0
853,cross,16,1065,53,2065,0.4,cross/aligned/l0.4,0.8441,1.0073,0.8441,0
854,cross,16,1065,53,2065,1.0,cross/aligned/l1,0.8387,1.0005,0.8386,0
855,cross,16,2065,96,40065,0.05,cross/aligned/l0.05,0.9505,1.1884,0.9505,0
856,cross,16,2065,96,40065,0.1,cross/aligned/l0.1,0.872,1.0294,0.872,0
857,cross,16,2065,96,40065,0.2,cross/aligned/l0.2,0.8663,1.005,0.8663,0
858,cross,16,2065,96,40065,0.4,cross/aligned/l0.4,0.8665,1.0008,0.8665,0
859,cross,16,2065,96,40065,1.0,cross/aligned/l1,0.8591,1.0002,0.8478,0
860,cross,33,3065,14,65,0.05,cross/aligned/l0.05,1.0,2.1923,1.0,0
861,cross,33,3065,14,65,0.1,cross/aligned/l0.1,1.0,2.1947,1.0,0
862,cross,33,3065,14,65,0.2,cross/aligned/l0.2,1.0,2.155,1.0,0
863,cross,33,3065,14,65,0.4,cross/aligned/l0.4,1.0,2.1525,1.0,0
864,cross,33,3065,14,65,1.0,cross/aligned/l1,1.0,2.223,1.0,4
865,cross,11,2065,3,3065,0.05,cross/aligned/l0.05,1.0,2.0597,1.0,0
866,cross,11,2065,3,3065,0.1,cross/aligned/l0.1,1.0,2.1575,1.0,0
867,cross,11,2065,3,3065,0.2,cross/aligned/l0.2,0.8817,1.2931,0.8817,0
868,cross,11,2065,3,3065,0.4,cross/aligned/l0.4,0.8234,1.064,0.8225,0
869,cross,11,2065,3,3065,1.0,cross/aligned/l1,0.7074,1.0238,0.3758,0
870,cross,100,19065,77,3065,0.05,cross/aligned/l0.05,0.8314,1.3928,0.7374,0
871,cross,100,19065,77,3065,0.1,cross/aligned/l0.1,0.7635,1.2182,0.7635,0
872,cross,100,19065,77,3065,0.2,cross/aligned/l0.2,0.8091,1.1258,0.7084,0
873,cross,100,19065,77,3065,0.4,cross/aligned/l0.4,0.6773,1.0271,0.6558,0
874,cross,100,19065,77,3065,1.0,cross/aligned/l1,0.6436,1.0026,0.6294,0
875,within,100,1065,100,15065,0.05,within/aligned/l0.05,0.936,1.7587,0.9207,0
876,within,100,1065,100,15065,0.1,within/aligned/l0.1,0.8661,1.8831,0.564,0
877,within,100,1065,100,15065,0.2,within/aligned/l0.2,0.7292,2.0969,0.4071,0
878,within,100,1065,100,15065,0.4,within/aligned/l0.4,0.7091,1.7929,0.4149,0
879,within,100,1065,100,15065,1.0,within/aligned/l1,0.6237,1.1694,0.5259,0
880,within,100,6065,100,12065,0.05,within/aligned/l0.05,0.6728,1.6718,0.662,0
881,within,100,6065,100,12065,0.1,within/aligned/l0.1,0.6702,1.6787,0.6521,0
882,within,100,6065,100,12065,0.2,within/aligned/l0.2,0.6509,1.7562,0.606,0
883,within,100,6065,100,12065,0.4,within/aligned/l0.4,0.5438,1.9822,0.4902,0
884,within,100,6065,100,12065,1.0,within/aligned/l1,0.7,1.7096,0.6567,0
885,within,96,7065,96,49065,0.05,within/aligned/l0.05,0.0033,1.0996,0.0017,15
886,within,96,7065,96,49065,0.1,within/aligned/l0.1,0.0146,1.0243,0.0075,15
887,within,96,7065,96,49065,0.2,within/aligned/l0.2,0.0678,1.0051,0.0356,15
888,within,96,7065,96,49065,0.4,within/aligned/l0.4,0.2946,1.0009,0.1752,15
889,within,96,7065,96,49065,1.0,within/aligned/l1,0.4258,1.0001,0.4258,3
890,within,100,3065,100,10065,0.05,within/aligned/l0.05,1.0,1.8682,1.0,0
891,within,100,3065,100,10065,0.1,within/aligned/l0.1,1.0,2.1902,1.0,0
892,within,100,3065,100,10065,0.2,within/aligned/l0.2,1.0,2.1922,1.0,0
893,within,100,3065,100,10065,0.4,within/aligned/l0.4,1.0,2.0146,1.0,0
894,within,100,3065,100,10065,1.0,within/aligned/l1,0.7435,1.1371,0.4552,0
895,within,96,41065,96,54065,0.05,within/aligned/l0.05,0.834,1.0513,0.7771,0
896,within,96,41065,96,54065,0.1,within/aligned/l0.1,0.8654,1.0116,0.8511,0
